Feature (description),Attribute,M,T
C_D_C3835651 (Resident - answer to question),P,0.371,0.281
C_D_C3842296 (Else),M,0.983,0.988
C_D_C3842296 (Else),N,0.0008,0.0004
C_D_C3842296 (Else),P,0.0163,0.0116
C_D_C3842633 (At work),M,0.9786,0.9942
C_D_C3842633 (At work),N,0.0002,0.0003
C_D_C3842633 (At work),P,0.0212,0.0055
C_D_C3842982 (Numbness or tingling),M,0.9649,0.9907
C_D_C3842982 (Numbness or tingling),N,0.0165,0.0051
C_D_C3842982 (Numbness or tingling),P,0.0187,0.0042
C_D_C3843196 (3 to 5 days),M,0.9671,0.9691
C_D_C3843196 (3 to 5 days),N,0.0001,0.0001
C_D_C3843196 (3 to 5 days),P,0.0328,0.0308
C_D_C3843225 (Slightly Agree),M,0.9192,0.9161
C_D_C3843225 (Slightly Agree),N,0.0007,0.0007
C_D_C3843225 (Slightly Agree),P,0.0801,0.0833
C_D_C3843946 (Nausea or vomiting),M,0.9315,0.9572
C_D_C3843946 (Nausea or vomiting),N,0.0378,0.0287
C_D_C3843946 (Nausea or vomiting),P,0.0307,0.014
C_D_C3845930 (Copious),M,0.983,0.995
C_D_C3845930 (Copious),N,0.0001,0.0001
C_D_C3845930 (Copious),P,0.0169,0.0049
C_D_C3888388 (Usually),M,0.9775,0.9864
C_D_C3888388 (Usually),N,0.0013,0.0007
C_D_C3888388 (Usually),P,0.0211,0.013
C_D_C3898139 (New or Worsening Symptom),M,0.9666,0.9795
C_D_C3898139 (New or Worsening Symptom),N,0.0004,0.0003
C_D_C3898139 (New or Worsening Symptom),P,0.033,0.0202
C_D_C4018905 (Too early),M,0.9941,0.9876
C_D_C4018905 (Too early),N,0.0001,0.0004
C_D_C4018905 (Too early),P,0.0058,0.012
C_D_C4018909 (Overdose),M,0.9885,0.9991
C_D_C4018909 (Overdose),N,0.0005,0.0001
C_D_C4018909 (Overdose),P,0.011,0.0008
C_D_C4035626 (3 times),M,0.8552,0.9027
C_D_C4035626 (3 times),N,0.0001,0.0001
C_D_C4035626 (3 times),P,0.1447,0.0972
C_D_C4035627 (2 times),M,0.7926,0.844
C_D_C4035627 (2 times),N,0.0001,0.0001
C_D_C4035627 (2 times),P,0.2073,0.1559
C_D_C4048706 (Unable to Do),M,0.8869,0.9263
C_D_C4048706 (Unable to Do),N,0.0007,0.0005
C_D_C4048706 (Unable to Do),P,0.1124,0.0731
C_D_C4049705 (Moderate Extremity Pain),M,0.9014,0.9259
C_D_C4049705 (Moderate Extremity Pain),N,0.0003,0.0005
C_D_C4049705 (Moderate Extremity Pain),P,0.0984,0.0735
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),M,0.9033,0.9267
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),N,0.0003,0.0005
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),P,0.0964,0.0727
C_D_C4049863 (Radiologic Impression),M,0.1979,0.2665
C_D_C4049863 (Radiologic Impression),N,0.0024,0.0023
C_D_C4049863 (Radiologic Impression),P,0.7997,0.7312
C_D_C4050154 (No Hand Mobility),M,0.1329,0.2498
C_D_C4050154 (No Hand Mobility),N,0.0018,0.0011
C_D_C4050154 (No Hand Mobility),P,0.8653,0.7491
C_D_C4050155 (No Support Needed),M,0.1329,0.2498
C_D_C4050155 (No Support Needed),N,0.0018,0.0011
C_D_C4050155 (No Support Needed),P,0.8653,0.7491
C_D_C4050242 (Pathologic Complete Response),M,0.9981,0.9928
C_D_C4050242 (Pathologic Complete Response),N,0,0.0003
C_D_C4050242 (Pathologic Complete Response),P,0.0019,0.0069
C_D_C4050465 (Severe Extremity Pain),M,0.9041,0.9467
C_D_C4050465 (Severe Extremity Pain),N,0.0035,0.004
C_D_C4050465 (Severe Extremity Pain),P,0.0923,0.0493
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),M,0.914,0.9475
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),N,0.0031,0.0042
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),P,0.083,0.0483
C_D_C4050568 (High Risk Acute Leukemia),M,0.996,0.9644
C_D_C4050568 (High Risk Acute Leukemia),N,0.0005,0.0169
C_D_C4050568 (High Risk Acute Leukemia),P,0.0035,0.0188
C_D_C4054315 (Organomegaly),M,0.7868,0.758
C_D_C4054315 (Organomegaly),N,0.211,0.241
C_D_C4054315 (Organomegaly),P,0.0023,0.0009
C_D_C4068735 (Rambling),M,0.9924,0.9997
C_D_C4068735 (Rambling),N,0,0.0001
C_D_C4068735 (Rambling),P,0.0076,0.0001
C_D_C4068744 (Reactive to light),M,0.7873,0.8528
C_D_C4068744 (Reactive to light),N,0.0001,0.0001
C_D_C4068744 (Reactive to light),P,0.2127,0.1471
C_D_C4068789 (Numbness and Tingling),M,0.9913,0.9984
C_D_C4068789 (Numbness and Tingling),N,0.0012,0.0003
C_D_C4068789 (Numbness and Tingling),P,0.0075,0.0013
C_D_C4084859 (Peribronchial Cuffing),M,0.9985,0.9834
C_D_C4084859 (Peribronchial Cuffing),N,0,0.0003
C_D_C4084859 (Peribronchial Cuffing),P,0.0015,0.0163
C_D_C4085643 (Moderate Response),M,0.8962,0.92
C_D_C4085643 (Moderate Response),N,0.0003,0.0005
C_D_C4085643 (Moderate Response),P,0.1036,0.0795
C_D_C4085655 (Uncertain - Response),M,0.9837,0.9945
C_D_C4085655 (Uncertain - Response),N,0.0002,0.0003
C_D_C4085655 (Uncertain - Response),P,0.0161,0.0053
C_D_C4086564 (Mass Effect),M,0.9897,0.9972
C_D_C4086564 (Mass Effect),N,0.0015,0.0007
C_D_C4086564 (Mass Effect),P,0.0087,0.0022
C_D_C4264325 (Well-hydrated),M,0.9899,0.9723
C_D_C4264325 (Well-hydrated),N,0,0.0003
C_D_C4264325 (Well-hydrated),P,0.0101,0.0274
C_D_C4264481 (4 times),M,0.9168,0.9498
C_D_C4264481 (4 times),N,0.0001,0.0001
C_D_C4264481 (4 times),P,0.0831,0.0501
C_D_C4281574 (Much),M,0.8354,0.8699
C_D_C4281574 (Much),N,0.0078,0.0117
C_D_C4281574 (Much),P,0.1568,0.1184
C_D_C4282165 (Swollen Lymph Node),M,0.6847,0.6198
C_D_C4282165 (Swollen Lymph Node),N,0.2917,0.351
C_D_C4282165 (Swollen Lymph Node),P,0.0236,0.0291
C_D_C4283818 (Residue on Tongue),M,0.9744,0.9881
C_D_C4283818 (Residue on Tongue),N,0.0019,0.0007
C_D_C4283818 (Residue on Tongue),P,0.0237,0.0112
C_D_C4283904 (Laboratory observation),M,0.8889,0.8085
C_D_C4283904 (Laboratory observation),N,0.0013,0.0013
C_D_C4283904 (Laboratory observation),P,0.1098,0.1901
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),M,0.9741,0.9887
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),N,0.0007,0.0001
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),P,0.0253,0.0112
C_D_C4284931 (Location of Oral Residue Following Swallowing),M,0.9741,0.9887
C_D_C4284931 (Location of Oral Residue Following Swallowing),N,0.0007,0.0001
C_D_C4284931 (Location of Oral Residue Following Swallowing),P,0.0253,0.0112
C_D_C4314218 (Abnormal balance),M,0.9776,0.991
C_D_C4314218 (Abnormal balance),N,0.0192,0.0085
C_D_C4314218 (Abnormal balance),P,0.0031,0.0005
C_D_C4318482 (Crutches Usually Used),M,0.9843,0.9993
C_D_C4318482 (Crutches Usually Used),N,0.0005,0.0001
C_D_C4318482 (Crutches Usually Used),P,0.0152,0.0005
C_D_C4319571 (High risk),M,0.996,0.9644
C_D_C4319571 (High risk),N,0.0005,0.0169
C_D_C4319571 (High risk),P,0.0035,0.0188
C_D_C4319730 (Completely Able),M,0.9586,0.9808
C_D_C4319730 (Completely Able),N,0.0053,0.0023
C_D_C4319730 (Completely Able),P,0.0361,0.0169
C_D_C4319731 (Complete Agreement),M,0.9586,0.9808
C_D_C4319731 (Complete Agreement),N,0.0053,0.0023
C_D_C4319731 (Complete Agreement),P,0.0361,0.0169
C_D_C4321237 (High Level),M,0.936,0.8827
C_D_C4321237 (High Level),N,0.0021,0.0086
C_D_C4321237 (High Level),P,0.0619,0.1086
C_D_C4321238 (Cane Usually Used),M,0.9903,0.9982
C_D_C4321238 (Cane Usually Used),N,0.0001,0.0001
C_D_C4321238 (Cane Usually Used),P,0.0096,0.0016
C_D_C4321335 (Moderate Level),M,0.9033,0.9267
C_D_C4321335 (Moderate Level),N,0.0003,0.0005
C_D_C4321335 (Moderate Level),P,0.0964,0.0727
C_D_C4321351 (Low Level),M,0.8682,0.854
C_D_C4321351 (Low Level),N,0.0079,0.0067
C_D_C4321351 (Low Level),P,0.1239,0.1393
C_D_C4321403 (Slightly Able),M,0.9192,0.9161
C_D_C4321403 (Slightly Able),N,0.0007,0.0007
C_D_C4321403 (Slightly Able),P,0.0801,0.0833
C_D_C4321408 (Wheelchair Usually Used),M,0.9551,0.9727
C_D_C4321408 (Wheelchair Usually Used),N,0.0001,0.0001
C_D_C4321408 (Wheelchair Usually Used),P,0.0448,0.0271
C_D_C4521296 (Ocular (intended site)),M,0.9911,0.9985
C_D_C4521296 (Ocular (intended site)),N,0.0008,0.0003
C_D_C4521296 (Ocular (intended site)),P,0.0081,0.0012
C_D_C4521903 (Rectal (intended site)),M,0.9485,0.9107
C_D_C4521903 (Rectal (intended site)),N,0.0013,0.0005
C_D_C4521903 (Rectal (intended site)),P,0.0501,0.0888
C_D_C4521982 (Sublingual (intended site)),M,0.9804,0.9901
C_D_C4521982 (Sublingual (intended site)),N,0.0009,0.0004
C_D_C4521982 (Sublingual (intended site)),P,0.0187,0.0094
C_D_C4521986 (Oral (intended site)),M,0.8199,0.7835
C_D_C4521986 (Oral (intended site)),N,0.0065,0.0066
C_D_C4521986 (Oral (intended site)),P,0.1736,0.2099
C_D_C4522216 (Influenza B (result)),M,1,0.9513
C_D_C4522216 (Influenza B (result)),N,0,0.0058
C_D_C4522216 (Influenza B (result)),P,0,0.0429
C_D_C4534306 (Supplemental oxygen),M,0.9975,0.9916
C_D_C4534306 (Supplemental oxygen),N,0.0002,0.0005
C_D_C4534306 (Supplemental oxygen),P,0.0023,0.0078
C_D_C4534363 (At home),M,0.7847,0.6883
C_D_C4534363 (At home),N,0.0048,0.0132
C_D_C4534363 (At home),P,0.2105,0.2985
C_D_C4551516 (Hip pain),M,0.9876,0.9965
C_D_C4551516 (Hip pain),N,0.0007,0.0005
C_D_C4551516 (Hip pain),P,0.0117,0.003
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.997,0.9775
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0009,0.0028
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.002,0.0197
C_D_C4552651 ('Respiratory Failure  CTCAE'),M,0.9959,0.988
C_D_C4552651 ('Respiratory Failure  CTCAE'),N,0.0001,0.0007
C_D_C4552651 ('Respiratory Failure  CTCAE'),P,0.004,0.0113
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.9069,0.8559
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0473,0.027
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0459,0.1171
C_D_C4552735 ('Anxiety  CTCAE 5.0'),M,0.8941,0.9505
C_D_C4552735 ('Anxiety  CTCAE 5.0'),N,0.0325,0.0179
C_D_C4552735 ('Anxiety  CTCAE 5.0'),P,0.0734,0.0316
C_D_C4552740 ('Fever  CTCAE'),M,0.5564,0.3574
C_D_C4552740 ('Fever  CTCAE'),N,0.3312,0.1121
C_D_C4552740 ('Fever  CTCAE'),P,0.1124,0.5305
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.7903,0.6888
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.1164,0.0928
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.0933,0.2184
C_D_C4552777 ('Pleural Effusion  CTCAE'),M,0.9841,0.9413
C_D_C4552777 ('Pleural Effusion  CTCAE'),N,0.0042,0.022
C_D_C4552777 ('Pleural Effusion  CTCAE'),P,0.0118,0.0367
C_D_C4552810 ('Irritability  CTCAE'),M,0.9828,0.986
C_D_C4552810 ('Irritability  CTCAE'),N,0.0003,0.0007
C_D_C4552810 ('Irritability  CTCAE'),P,0.0169,0.0134
C_D_C4552837 ('Sepsis  CTCAE'),M,0.9808,0.9534
C_D_C4552837 ('Sepsis  CTCAE'),N,0.0012,0.0038
C_D_C4552837 ('Sepsis  CTCAE'),P,0.018,0.0428
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),M,0.9948,0.9816
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),N,0.0001,0.0001
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),P,0.0051,0.0182
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9777,0.9409
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0017,0.0028
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0206,0.0563
C_D_C4552845 ('Arthritis  CTCAE'),M,0.9109,0.9498
C_D_C4552845 ('Arthritis  CTCAE'),N,0.0006,0.0007
C_D_C4552845 ('Arthritis  CTCAE'),P,0.0885,0.0495
C_D_C4552855 ('Agitation  CTCAE 5.0'),M,0.9802,0.9885
C_D_C4552855 ('Agitation  CTCAE 5.0'),N,0.0002,0.0001
C_D_C4552855 ('Agitation  CTCAE 5.0'),P,0.0196,0.0113
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9827,0.9425
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0015,0.004
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0158,0.0534
C_D_C4552984 ('Tracheitis  CTCAE'),M,0.9993,0.9982
C_D_C4552984 ('Tracheitis  CTCAE'),N,0,0.0001
C_D_C4552984 ('Tracheitis  CTCAE'),P,0.0006,0.0016
C_D_C4552989 ('Malaise  CTCAE'),M,0.9724,0.9372
C_D_C4552989 ('Malaise  CTCAE'),N,0.0086,0.0047
C_D_C4552989 ('Malaise  CTCAE'),P,0.019,0.058
C_D_C4553004 ('Pain  CTCAE'),M,0.5053,0.7868
C_D_C4553004 ('Pain  CTCAE'),N,0.1107,0.0646
C_D_C4553004 ('Pain  CTCAE'),P,0.384,0.1486
C_D_C4553119 ('Flank Pain  CTCAE'),M,0.9783,0.9942
C_D_C4553119 ('Flank Pain  CTCAE'),N,0.0031,0.0011
C_D_C4553119 ('Flank Pain  CTCAE'),P,0.0186,0.0047
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),M,0.989,0.9958
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),N,0.0003,0.0001
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),P,0.0107,0.004
C_D_C4553185 ('Chills  CTCAE'),M,0.6101,0.7188
C_D_C4553185 ('Chills  CTCAE'),N,0.1496,0.0605
C_D_C4553185 ('Chills  CTCAE'),P,0.2403,0.2208
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),M,0.9801,0.9919
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),N,0.0012,0.0003
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),P,0.0188,0.0078
C_D_C4553197 ('Headache  CTCAE'),M,0.722,0.7115
C_D_C4553197 ('Headache  CTCAE'),N,0.1572,0.1151
C_D_C4553197 ('Headache  CTCAE'),P,0.1208,0.1734
C_D_C4553220 ('Paresthesia  CTCAE'),M,0.9903,0.9966
C_D_C4553220 ('Paresthesia  CTCAE'),N,0.0016,0.0005
C_D_C4553220 ('Paresthesia  CTCAE'),P,0.0081,0.0028
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9905,0.9928
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0007,0.0022
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0088,0.005
C_D_C4553308 ('Pharyngitis  CTCAE'),M,0.9809,0.959
C_D_C4553308 ('Pharyngitis  CTCAE'),N,0.0006,0.0026
C_D_C4553308 ('Pharyngitis  CTCAE'),P,0.0185,0.0385
C_D_C4553314 ('Hallucinations  CTCAE'),M,0.9883,0.9969
C_D_C4553314 ('Hallucinations  CTCAE'),N,0.0051,0.0008
C_D_C4553314 ('Hallucinations  CTCAE'),P,0.0065,0.0023
C_D_C4553401 ('Seizure  CTCAE 5.0'),M,0.9488,0.959
C_D_C4553401 ('Seizure  CTCAE 5.0'),N,0.0132,0.0146
C_D_C4553401 ('Seizure  CTCAE 5.0'),P,0.038,0.0265
C_D_C4553407 ('Pulmonary Edema  CTCAE'),M,0.9912,0.9873
C_D_C4553407 ('Pulmonary Edema  CTCAE'),N,0.001,0.002
C_D_C4553407 ('Pulmonary Edema  CTCAE'),P,0.0078,0.0107
C_D_C4553526 ('Appendicitis  CTCAE'),M,0.9729,0.9872
C_D_C4553526 ('Appendicitis  CTCAE'),N,0.0033,0.0018
C_D_C4553526 ('Appendicitis  CTCAE'),P,0.0239,0.0111
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9783,0.9471
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0001,0.0004
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0216,0.0525
C_D_C4553646 ('Cyanosis  CTCAE'),M,0.9568,0.965
C_D_C4553646 ('Cyanosis  CTCAE'),N,0.0278,0.0211
C_D_C4553646 ('Cyanosis  CTCAE'),P,0.0154,0.0139
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),M,0.9262,0.953
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),N,0.0182,0.0115
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),P,0.0557,0.0355
C_D_C4553726 ('Fall  CTCAE'),M,0.9207,0.9827
C_D_C4553726 ('Fall  CTCAE'),N,0.0068,0.0016
C_D_C4553726 ('Fall  CTCAE'),P,0.0725,0.0157
C_D_C4553736 ('Meningismus  CTCAE'),M,0.9783,0.9549
C_D_C4553736 ('Meningismus  CTCAE'),N,0.0199,0.0408
C_D_C4553736 ('Meningismus  CTCAE'),P,0.0017,0.0043
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6225,0.6803
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1725,0.1202
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.205,0.1995
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.898,0.9414
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0157,0.0074
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0863,0.0511
C_D_C4553903 ('Dysarthria  CTCAE'),M,0.9881,0.9968
C_D_C4553903 ('Dysarthria  CTCAE'),N,0.0068,0.0019
C_D_C4553903 ('Dysarthria  CTCAE'),P,0.005,0.0013
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),M,0.8751,0.8978
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),N,0.0656,0.0702
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),P,0.0593,0.032
C_D_C4553923 ('Urinary Frequency  CTCAE'),M,0.9616,0.9695
C_D_C4553923 ('Urinary Frequency  CTCAE'),N,0.0134,0.0089
C_D_C4553923 ('Urinary Frequency  CTCAE'),P,0.025,0.0216
C_D_C4553925 ('Wheezing  CTCAE'),M,0.9248,0.8355
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0509,0.086
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0243,0.0785
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.8068,0.8922
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0547,0.0329
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.1385,0.0749
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9995,0.9633
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.0001
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0005,0.0366
C_D_C4553955 ('Dysuria  CTCAE'),M,0.7136,0.7487
C_D_C4553955 ('Dysuria  CTCAE'),N,0.2154,0.2022
C_D_C4553955 ('Dysuria  CTCAE'),P,0.0711,0.0491
C_D_C4554002 ('Vertigo  CTCAE'),M,0.9844,0.9945
C_D_C4554002 ('Vertigo  CTCAE'),N,0.0035,0.0004
C_D_C4554002 ('Vertigo  CTCAE'),P,0.0122,0.0051
C_D_C4554100 ('Stroke  CTCAE'),M,0.9716,0.9896
C_D_C4554100 ('Stroke  CTCAE'),N,0.0026,0.0001
C_D_C4554100 ('Stroke  CTCAE'),P,0.0258,0.0103
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9763,0.9974
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.0083,0.0005
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0154,0.002
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),M,0.9918,0.9984
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),N,0.0027,0.0008
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),P,0.0055,0.0008
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),M,0.9715,0.9946
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),N,0.0085,0.0012
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),P,0.02,0.0042
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9674,0.9907
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0018,0.0004
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.0308,0.0089
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6279,0.6702
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1534,0.1794
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.2187,0.1505
C_D_C4554407 ('Bruising  CTCAE'),M,0.9373,0.9725
C_D_C4554407 ('Bruising  CTCAE'),N,0.0447,0.0213
C_D_C4554407 ('Bruising  CTCAE'),P,0.018,0.0062
C_D_C4554445 ('Facial Pain  CTCAE'),M,0.9928,0.9984
C_D_C4554445 ('Facial Pain  CTCAE'),N,0.0004,0.0009
C_D_C4554445 ('Facial Pain  CTCAE'),P,0.0067,0.0007
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),M,0.9917,0.9985
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),N,0.0015,0.0004
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),P,0.0068,0.0011
C_D_C4554627 ('Epistaxis  CTCAE'),M,0.9845,0.9938
C_D_C4554627 ('Epistaxis  CTCAE'),N,0.0093,0.0015
C_D_C4554627 ('Epistaxis  CTCAE'),P,0.0062,0.0047
C_D_C4554630 ('Hematuria  CTCAE'),M,0.8565,0.9007
C_D_C4554630 ('Hematuria  CTCAE'),N,0.082,0.0634
C_D_C4554630 ('Hematuria  CTCAE'),P,0.0615,0.0359
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.8969,0.747
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.0755,0.0378
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0276,0.2152
C_D_C4554633 ('Anemia  CTCAE'),M,0.9273,0.9524
C_D_C4554633 ('Anemia  CTCAE'),N,0.0052,0.002
C_D_C4554633 ('Anemia  CTCAE'),P,0.0675,0.0456
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),M,0.9275,0.9417
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),N,0.0039,0.0054
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),P,0.0686,0.0529
C_D_C4554644 ('Syncope  CTCAE 5.0'),M,0.9372,0.9517
C_D_C4554644 ('Syncope  CTCAE 5.0'),N,0.0274,0.024
C_D_C4554644 ('Syncope  CTCAE 5.0'),P,0.0354,0.0243
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9464,0.8823
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0191,0.0084
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0346,0.1093
C_D_C4554648 ('Vaginal Discharge  CTCAE'),M,0.9734,0.9912
C_D_C4554648 ('Vaginal Discharge  CTCAE'),N,0.0095,0.0031
C_D_C4554648 ('Vaginal Discharge  CTCAE'),P,0.0171,0.0057
C_D_C4555211 ('Confusion  CTCAE 5.0'),M,0.9411,0.9661
C_D_C4555211 ('Confusion  CTCAE 5.0'),N,0.0436,0.0221
C_D_C4555211 ('Confusion  CTCAE 5.0'),P,0.0154,0.0117
C_D_C4555212 ('Hyperlipidemia  CTCAE'),M,0.9654,0.9767
C_D_C4555212 ('Hyperlipidemia  CTCAE'),N,0.0002,0.0004
C_D_C4555212 ('Hyperlipidemia  CTCAE'),P,0.0344,0.0229
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9999,0.9985
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0003
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.0012
C_D_C4697773 (Ground glass),M,0.9997,0.9991
C_D_C4697773 (Ground glass),N,0,0.0001
C_D_C4697773 (Ground glass),P,0.0002,0.0008
C_D_C4698447 (Patient age),M,0.8844,0.8619
C_D_C4698447 (Patient age),N,0.0001,0.0001
C_D_C4698447 (Patient age),P,0.1156,0.1379
C_D_C4722210 (Mild Hallucination),M,0.704,0.7027
C_D_C4722210 (Mild Hallucination),N,0.002,0.0018
C_D_C4722210 (Mild Hallucination),P,0.294,0.2955
C_D_C4722418 (Moderate Hallucination),M,0.9033,0.9267
C_D_C4722418 (Moderate Hallucination),N,0.0003,0.0005
C_D_C4722418 (Moderate Hallucination),P,0.0964,0.0727
C_D_C4722466 (Severe Hallucination),M,0.914,0.9475
C_D_C4722466 (Severe Hallucination),N,0.0031,0.0042
C_D_C4722466 (Severe Hallucination),P,0.083,0.0483
C_D_C4759845 (CTCAE v4 Grade 2),M,0.9026,0.9254
C_D_C4759845 (CTCAE v4 Grade 2),N,0.0003,0.0005
C_D_C4759845 (CTCAE v4 Grade 2),P,0.0971,0.0741
C_D_C4760036 (Max (cigarettes)),M,0.9074,0.9198
C_D_C4760036 (Max (cigarettes)),N,0.0004,0.0003
C_D_C4760036 (Max (cigarettes)),P,0.0922,0.0799
C_D_C4760388 (Mechanical ventilation finding),M,0.9992,0.9978
C_D_C4760388 (Mechanical ventilation finding),N,0,0.0001
C_D_C4760388 (Mechanical ventilation finding),P,0.0008,0.002
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.7016,0.7019
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.002,0.0018
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.2964,0.2964
C_D_C4761387 (Well Marginated Nodule),M,0.5072,0.5221
C_D_C4761387 (Well Marginated Nodule),N,0.012,0.0184
C_D_C4761387 (Well Marginated Nodule),P,0.4808,0.4595
C_D_C4761390 (Round Nodule),M,0.7821,0.8495
C_D_C4761390 (Round Nodule),N,0.0006,0.0004
C_D_C4761390 (Round Nodule),P,0.2173,0.1501
C_D_C4761449 (Epidermal cGVHD Score 4),M,0.9132,0.9472
C_D_C4761449 (Epidermal cGVHD Score 4),N,0.0031,0.0042
C_D_C4761449 (Epidermal cGVHD Score 4),P,0.0838,0.0486
C_D_C4761456 (Epidermal cGVHD Score 3),M,0.9026,0.9263
C_D_C4761456 (Epidermal cGVHD Score 3),N,0.0003,0.0005
C_D_C4761456 (Epidermal cGVHD Score 3),P,0.0971,0.0731
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.2343,0.3489
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0199,0.0121
