Feature (description),Attribute,F,T
C_D_C4553726 ('Fall  CTCAE'),N,0.0016,0.0064
C_D_C4553726 ('Fall  CTCAE'),P,0.0152,0.0802
C_D_C4553736 ('Meningismus  CTCAE'),M,0.9642,0.9773
C_D_C4553736 ('Meningismus  CTCAE'),N,0.0311,0.0205
C_D_C4553736 ('Meningismus  CTCAE'),P,0.0047,0.0022
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.7417,0.5959
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.0906,0.1942
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.1676,0.2098
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9603,0.8982
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0082,0.0164
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0315,0.0854
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),M,0.8868,0.8529
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),N,0.0887,0.0874
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),P,0.0245,0.0597
C_D_C4553925 ('Wheezing  CTCAE'),M,0.79,0.9101
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0953,0.0626
C_D_C4553925 ('Wheezing  CTCAE'),P,0.1147,0.0273
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.9039,0.8048
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0346,0.0607
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.0615,0.1345
C_D_C4553946 ('Bacteremia  CTCAE'),M,0.9685,0.9908
C_D_C4553946 ('Bacteremia  CTCAE'),N,0.0027,0.0002
C_D_C4553946 ('Bacteremia  CTCAE'),P,0.0288,0.009
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9704,0.9992
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0.0004,0
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0292,0.0007
C_D_C4553955 ('Dysuria  CTCAE'),M,0.7678,0.6574
C_D_C4553955 ('Dysuria  CTCAE'),N,0.1956,0.2868
C_D_C4553955 ('Dysuria  CTCAE'),P,0.0366,0.0559
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),M,0.9914,0.9786
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),N,0.0047,0.0188
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),P,0.0039,0.0027
C_D_C4554100 ('Stroke  CTCAE'),M,0.9895,0.9709
C_D_C4554100 ('Stroke  CTCAE'),N,0.0004,0.0035
C_D_C4554100 ('Stroke  CTCAE'),P,0.0101,0.0256
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9973,0.9771
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.0004,0.0079
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0023,0.015
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),M,0.9946,0.9688
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),N,0.0008,0.0077
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),P,0.0047,0.0234
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9907,0.968
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0012,0.0017
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.0082,0.0303
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6927,0.5878
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1723,0.1932
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.135,0.219
C_D_C4554407 ('Bruising  CTCAE'),M,0.9763,0.9244
C_D_C4554407 ('Bruising  CTCAE'),N,0.0171,0.0475
C_D_C4554407 ('Bruising  CTCAE'),P,0.0066,0.0282
C_D_C4554554 (Faint - appearance),M,0.9759,0.992
C_D_C4554554 (Faint - appearance),N,0.0004,0.0003
C_D_C4554554 (Faint - appearance),P,0.0237,0.0077
C_D_C4554627 ('Epistaxis  CTCAE'),M,0.9926,0.9767
C_D_C4554627 ('Epistaxis  CTCAE'),N,0.0039,0.019
C_D_C4554627 ('Epistaxis  CTCAE'),P,0.0035,0.0043
C_D_C4554630 ('Hematuria  CTCAE'),M,0.9055,0.8099
C_D_C4554630 ('Hematuria  CTCAE'),N,0.0708,0.1271
C_D_C4554630 ('Hematuria  CTCAE'),P,0.0237,0.063
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.6651,0.8523
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.0412,0.1149
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.2937,0.0328
C_D_C4554644 ('Syncope  CTCAE 5.0'),M,0.9553,0.9273
C_D_C4554644 ('Syncope  CTCAE 5.0'),N,0.0268,0.0322
C_D_C4554644 ('Syncope  CTCAE 5.0'),P,0.0179,0.0405
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.8853,0.9433
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0082,0.018
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.1066,0.0387
C_D_C4554648 ('Vaginal Discharge  CTCAE'),M,0.9946,0.9706
C_D_C4554648 ('Vaginal Discharge  CTCAE'),N,0.0016,0.0108
C_D_C4554648 ('Vaginal Discharge  CTCAE'),P,0.0039,0.0186
C_D_C4555211 ('Confusion  CTCAE 5.0'),M,0.9669,0.917
C_D_C4555211 ('Confusion  CTCAE 5.0'),N,0.021,0.0681
C_D_C4555211 ('Confusion  CTCAE 5.0'),P,0.0121,0.0149
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9759,0.9999
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0.0004,0
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0.0237,0.0001
C_D_C4698447 (Patient age),M,0.923,0.8474
C_D_C4698447 (Patient age),N,0.0008,0.0002
C_D_C4698447 (Patient age),P,0.0762,0.1524
C_D_C4722210 (Mild Hallucination),M,0.627,0.6837
C_D_C4722210 (Mild Hallucination),N,0.0023,0.0019
C_D_C4722210 (Mild Hallucination),P,0.3707,0.3143
C_D_C4747995 (Nasal secretions),M,0.9922,0.9995
C_D_C4747995 (Nasal secretions),N,0.0004,0
C_D_C4747995 (Nasal secretions),P,0.0074,0.0005
C_D_C4760388 (Mechanical ventilation finding),M,0.9876,0.999
C_D_C4760388 (Mechanical ventilation finding),N,0.0004,0
C_D_C4760388 (Mechanical ventilation finding),P,0.0121,0.001
C_D_C4761380 (Poorly Marginated Nodule),M,0.9755,0.9924
C_D_C4761380 (Poorly Marginated Nodule),N,0.0004,0
C_D_C4761380 (Poorly Marginated Nodule),P,0.0241,0.0076
C_D_C4761387 (Well Marginated Nodule),M,0.3991,0.4551
C_D_C4761387 (Well Marginated Nodule),N,0.0222,0.0146
C_D_C4761387 (Well Marginated Nodule),P,0.5788,0.5303
C_D_C4761390 (Round Nodule),M,0.8643,0.7951
C_D_C4761390 (Round Nodule),N,0.0008,0.0005
C_D_C4761390 (Round Nodule),P,0.135,0.2044
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.2742,0.1888
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0152,0.0216
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.7106,0.7896
C_D_C5200925 (Normal Gait),M,0.0743,0.1444
C_D_C5200925 (Normal Gait),N,0.0093,0.0123
C_D_C5200925 (Normal Gait),P,0.9164,0.8433
C_D_C5200928 (High (finding)),M,0.7923,0.9287
C_D_C5200928 (High (finding)),N,0.0124,0.0024
C_D_C5200928 (High (finding)),P,0.1953,0.0689
C_D_C5202633 (Normal Immune Presence),M,0.0747,0.147
C_D_C5202633 (Normal Immune Presence),N,0.0093,0.0133
C_D_C5202633 (Normal Immune Presence),P,0.916,0.8397
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9833,0.9978
C_D_C5202919 (Residual Cancer Burden Class 0),N,0.0004,0.0001
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0163,0.0021
C_D_C5202936 (IPSS-R Risk Category High),M,0.7647,0.9244
C_D_C5202936 (IPSS-R Risk Category High),N,0.0226,0.0031
C_D_C5202936 (IPSS-R Risk Category High),P,0.2128,0.0725
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9595,0.9948
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0156,0.0008
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0249,0.0044
C_D_C5202951 (Very Well),M,0.9502,0.972
C_D_C5202951 (Very Well),N,0.0023,0.0005
C_D_C5202951 (Very Well),P,0.0475,0.0275
C_D_C5202952 (Describes Very Well),M,0.9502,0.972
C_D_C5202952 (Describes Very Well),N,0.0023,0.0005
C_D_C5202952 (Describes Very Well),P,0.0475,0.0275
C_D_C5202953 (Can Do Very Well),M,0.9502,0.972
C_D_C5202953 (Can Do Very Well),N,0.0023,0.0005
C_D_C5202953 (Can Do Very Well),P,0.0475,0.0275
C_D_C5203106 (IPSS-R Risk Category Low),M,0.7557,0.8394
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0093,0.013
C_D_C5203106 (IPSS-R Risk Category Low),P,0.2349,0.1476
C_D_C5231182 (Normal lung),M,0.9907,0.9989
C_D_C5231182 (Normal lung),N,0.0004,0
C_D_C5231182 (Normal lung),P,0.0089,0.0011
L_D_11253-2 (Tacrolimus),H,0.0012,0.0002
L_D_11253-2 (Tacrolimus),L,0.0019,0.0002
L_D_11253-2 (Tacrolimus),M,0.9841,0.996
L_D_11253-2 (Tacrolimus),N,0.0128,0.0036
L_D_11277-1 (Epithelial cells.squamous),H,0.0023,0.0017
L_D_11277-1 (Epithelial cells.squamous),L,0.0004,0
L_D_11277-1 (Epithelial cells.squamous),M,0.9572,0.9812
L_D_11277-1 (Epithelial cells.squamous),N,0.04,0.017
L_D_14627-4 (Bicarbonate),H,0.0467,0.01
L_D_14627-4 (Bicarbonate),L,0.0338,0.006
L_D_14627-4 (Bicarbonate),M,0.8612,0.9718
L_D_14627-4 (Bicarbonate),N,0.0583,0.0121
L_D_1751-7 (Albumin),H,0.0012,0.0013
L_D_1751-7 (Albumin),L,0.1248,0.0714
L_D_1751-7 (Albumin),M,0.717,0.7321
L_D_1751-7 (Albumin),N,0.1571,0.1952
L_D_1759-0 (Albumin/Globulin),H,0.0004,0
L_D_1759-0 (Albumin/Globulin),L,0.0548,0.0723
L_D_1759-0 (Albumin/Globulin),M,0.9323,0.8955
L_D_1759-0 (Albumin/Globulin),N,0.0124,0.0322
L_D_17861-6 (Calcium),H,0.0019,0.0058
L_D_17861-6 (Calcium),L,0.1221,0.0478
L_D_17861-6 (Calcium),M,0.4903,0.5989
L_D_17861-6 (Calcium),N,0.3857,0.3475
L_D_19123-9 (Magnesium),H,0.0237,0.0067
L_D_19123-9 (Magnesium),L,0.0066,0.0098
L_D_19123-9 (Magnesium),M,0.7321,0.8616
L_D_19123-9 (Magnesium),N,0.2376,0.1219
L_D_19161-9 (Urobilinogen),H,0.0027,0.0035
L_D_19161-9 (Urobilinogen),L,0.0004,0
L_D_19161-9 (Urobilinogen),M,0.9876,0.9608
L_D_19161-9 (Urobilinogen),N,0.0093,0.0357
L_D_19218-7 (Oxygen content),H,0.0004,0.0001
L_D_19218-7 (Oxygen content),L,0.0074,0.0012
L_D_19218-7 (Oxygen content),M,0.9879,0.9977
L_D_19218-7 (Oxygen content),N,0.0043,0.0011
L_D_1924-0 (Base deficit),H,0.0109,0.0024
L_D_1924-0 (Base deficit),L,0.0004,0
L_D_1924-0 (Base deficit),M,0.9848,0.9964
L_D_1924-0 (Base deficit),N,0.0039,0.0012
L_D_1925-7 (Base excess),H,0.0105,0.0041
L_D_1925-7 (Base excess),L,0.0004,0
L_D_1925-7 (Base excess),M,0.9763,0.9914
L_D_1925-7 (Base excess),N,0.0128,0.0044
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0016,0
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0004,0
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9965,0.9999
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0016,0
L_D_1960-4 (Bicarbonate),H,0.0101,0.0015
L_D_1960-4 (Bicarbonate),L,0.0047,0.0014
L_D_1960-4 (Bicarbonate),M,0.9705,0.994
L_D_1960-4 (Bicarbonate),N,0.0148,0.003
L_D_1963-8 (Bicarbonate),H,0.0004,0
L_D_1963-8 (Bicarbonate),L,0.0008,0
L_D_1963-8 (Bicarbonate),M,0.9984,0.9995
L_D_1963-8 (Bicarbonate),N,0.0004,0.0004
L_D_1988-5 (C reactive protein),H,0.0805,0.0089
L_D_1988-5 (C reactive protein),L,0.0004,0
L_D_1988-5 (C reactive protein),M,0.8701,0.9883
L_D_1988-5 (C reactive protein),N,0.049,0.0028
L_D_1994-3 (Calcium.ionized),H,0.0035,0.0009
L_D_1994-3 (Calcium.ionized),L,0.0148,0.0134
L_D_1994-3 (Calcium.ionized),M,0.8674,0.9619
L_D_1994-3 (Calcium.ionized),N,0.1143,0.0238
L_D_2019-8 (Carbon dioxide),H,0.0105,0.0019
L_D_2019-8 (Carbon dioxide),L,0.0035,0.0017
L_D_2019-8 (Carbon dioxide),M,0.9666,0.9914
L_D_2019-8 (Carbon dioxide),N,0.0194,0.0049
L_D_2021-4 (Carbon dioxide),H,0.028,0.0048
L_D_2021-4 (Carbon dioxide),L,0.0595,0.0127
L_D_2021-4 (Carbon dioxide),M,0.8507,0.9678
L_D_2021-4 (Carbon dioxide),N,0.0618,0.0147
L_D_2028-9 (Carbon dioxide),H,0.0078,0.0048
L_D_2028-9 (Carbon dioxide),L,0.0474,0.0322
L_D_2028-9 (Carbon dioxide),M,0.4879,0.5899
L_D_2028-9 (Carbon dioxide),N,0.4568,0.3731
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0276,0.0134
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0.0004,0
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9631,0.9856
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0089,0.001
L_D_20570-8 (Hematocrit),H,0.0062,0.0016
L_D_20570-8 (Hematocrit),L,0.0288,0.0083
L_D_20570-8 (Hematocrit),M,0.9005,0.9762
L_D_20570-8 (Hematocrit),N,0.0645,0.0139
L_D_2075-0 (Chloride),H,0.0925,0.0841
L_D_2075-0 (Chloride),L,0.014,0.0148
L_D_2075-0 (Chloride),M,0.4934,0.61
L_D_2075-0 (Chloride),N,0.4001,0.2911
L_D_2160-0 (Creatinine),H,0.0354,0.0445
L_D_2160-0 (Creatinine),L,0.0152,0.0086
L_D_2160-0 (Creatinine),M,0.4961,0.587
L_D_2160-0 (Creatinine),N,0.4533,0.3599
L_D_2336-6 (Globulin),H,0.0167,0.0299
L_D_2336-6 (Globulin),L,0.0004,0.0002
L_D_2336-6 (Globulin),M,0.9261,0.8839
L_D_2336-6 (Globulin),N,0.0568,0.086
L_D_2339-0 (Glucose),H,0.1614,0.0755
L_D_2339-0 (Glucose),L,0.0031,0.0009
L_D_2339-0 (Glucose),M,0.6874,0.8705
L_D_2339-0 (Glucose),N,0.1481,0.0531
L_D_2342-4 (Glucose),H,0.0031,0.0008
L_D_2342-4 (Glucose),L,0.0035,0.0002
L_D_2342-4 (Glucose),M,0.9767,0.9962
L_D_2342-4 (Glucose),N,0.0167,0.0028
L_D_2345-7 (Glucose),H,0.1664,0.184
L_D_2345-7 (Glucose),L,0.0047,0.0043
L_D_2345-7 (Glucose),M,0.4778,0.5818
L_D_2345-7 (Glucose),N,0.3511,0.2299
L_D_2465-3 (IgG),H,0.0008,0.0003
L_D_2465-3 (IgG),L,0.007,0.0006
L_D_2465-3 (IgG),M,0.9883,0.9966
L_D_2465-3 (IgG),N,0.0039,0.0025
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.0105,0.0019
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0.0004,0
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9848,0.9967
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0043,0.0013
L_D_2617-9 (Methemoglobin/Hemoglobin.total),H,0.0027,0.0004
L_D_2617-9 (Methemoglobin/Hemoglobin.total),L,0.0004,0.0001
L_D_2617-9 (Methemoglobin/Hemoglobin.total),M,0.9673,0.9861
L_D_2617-9 (Methemoglobin/Hemoglobin.total),N,0.0295,0.0133
L_D_2703-7 (Oxygen),H,0.0074,0.0026
L_D_2703-7 (Oxygen),L,0.0047,0.0011
L_D_2703-7 (Oxygen),M,0.9813,0.9939
L_D_2703-7 (Oxygen),N,0.0066,0.0025
L_D_2705-2 (Oxygen),H,0.0731,0.0168
L_D_2705-2 (Oxygen),L,0.0058,0.001
L_D_2705-2 (Oxygen),M,0.8573,0.9716
L_D_2705-2 (Oxygen),N,0.0638,0.0106
L_D_2711-0 (Oxygen saturation),H,0.0264,0.0018
L_D_2711-0 (Oxygen saturation),L,0.0264,0.0043
L_D_2711-0 (Oxygen saturation),M,0.9207,0.9907
L_D_2711-0 (Oxygen saturation),N,0.0264,0.0031
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),H,0.0004,0.0001
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),L,0.0019,0.0004
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),M,0.9883,0.9979
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),N,0.0093,0.0015
L_D_2744-1 (pH),H,0.0023,0.002
L_D_2744-1 (pH),L,0.0078,0.0017
L_D_2744-1 (pH),M,0.967,0.9918
L_D_2744-1 (pH),N,0.0229,0.0045
L_D_2746-6 (pH),H,0.0241,0.0063
L_D_2746-6 (pH),L,0.026,0.0046
L_D_2746-6 (pH),M,0.862,0.9716
L_D_2746-6 (pH),N,0.0879,0.0175
L_D_2777-1 (Phosphate),H,0.0093,0.0053
L_D_2777-1 (Phosphate),L,0.0618,0.0117
L_D_2777-1 (Phosphate),M,0.7683,0.9062
L_D_2777-1 (Phosphate),N,0.1606,0.0768
L_D_2823-3 (Potassium),H,0.0257,0.0063
L_D_2823-3 (Potassium),L,0.0334,0.0358
L_D_2823-3 (Potassium),M,0.4926,0.595
L_D_2823-3 (Potassium),N,0.4483,0.3629
L_D_2947-0 (Sodium),H,0.0012,0.0004
L_D_2947-0 (Sodium),L,0.0175,0.0049
L_D_2947-0 (Sodium),M,0.8884,0.9703
L_D_2947-0 (Sodium),N,0.0929,0.0245
L_D_2951-2 (Sodium),H,0.0019,0.0031
L_D_2951-2 (Sodium),L,0.0739,0.0479
L_D_2951-2 (Sodium),M,0.5027,0.5955
L_D_2951-2 (Sodium),N,0.4215,0.3535
L_D_2965-2 (Specific gravity),H,0.0074,0.0051
L_D_2965-2 (Specific gravity),L,0.0027,0.0064
L_D_2965-2 (Specific gravity),M,0.7558,0.8644
L_D_2965-2 (Specific gravity),N,0.2341,0.1241
L_D_30313-1 (Hemoglobin),H,0.0008,0.0002
L_D_30313-1 (Hemoglobin),L,0.0093,0.0018
L_D_30313-1 (Hemoglobin),M,0.9848,0.9975
L_D_30313-1 (Hemoglobin),N,0.0051,0.0004
L_D_3040-3 (Triacylglycerol lipase),H,0.0054,0.0061
L_D_3040-3 (Triacylglycerol lipase),L,0.0198,0.0224
L_D_3040-3 (Triacylglycerol lipase),M,0.9421,0.8975
L_D_3040-3 (Triacylglycerol lipase),N,0.0327,0.0741
L_D_3094-0 (Urea nitrogen),H,0.0385,0.0409
L_D_3094-0 (Urea nitrogen),L,0.0432,0.0256
L_D_3094-0 (Urea nitrogen),M,0.486,0.5915
L_D_3094-0 (Urea nitrogen),N,0.4323,0.342
L_D_32623-1 (Platelet mean volume),H,0.0124,0.0104
L_D_32623-1 (Platelet mean volume),L,0.0183,0.0118
L_D_32623-1 (Platelet mean volume),M,0.4938,0.5781
L_D_32623-1 (Platelet mean volume),N,0.4755,0.3997
L_D_32693-4 (Lactate),H,0.0303,0.0128
L_D_32693-4 (Lactate),L,0.0004,0.0005
L_D_32693-4 (Lactate),M,0.8468,0.9351
L_D_32693-4 (Lactate),N,0.1225,0.0515
L_D_33037-3 (Anion gap),H,0.0253,0.0458
L_D_33037-3 (Anion gap),L,0.1446,0.0186
L_D_33037-3 (Anion gap),M,0.4938,0.5983
L_D_33037-3 (Anion gap),N,0.3363,0.3374
L_D_38483-4 (Creatinine),H,0.0039,0.0055
L_D_38483-4 (Creatinine),L,0.0012,0.0009
L_D_38483-4 (Creatinine),M,0.9879,0.9682
L_D_38483-4 (Creatinine),N,0.007,0.0255
L_D_4049-3 (Theophylline),H,0.0008,0
L_D_4049-3 (Theophylline),L,0.0023,0.0002
L_D_4049-3 (Theophylline),M,0.9856,0.9996
L_D_4049-3 (Theophylline),N,0.0113,0.0002
L_D_4092-3 (Vancomycin^trough),H,0.0066,0.0014
L_D_4092-3 (Vancomycin^trough),L,0.0144,0.0017
L_D_4092-3 (Vancomycin^trough),M,0.9432,0.9901
L_D_4092-3 (Vancomycin^trough),N,0.0358,0.0068
L_D_4544-3 (Hematocrit),H,0.026,0.0187
L_D_4544-3 (Hematocrit),L,0.1547,0.1263
L_D_4544-3 (Hematocrit),M,0.4829,0.5689
L_D_4544-3 (Hematocrit),N,0.3363,0.2862
L_D_50560-2 (pH),H,0.0012,0.0025
L_D_50560-2 (pH),L,0.0004,0
L_D_50560-2 (pH),M,0.9821,0.9421
L_D_50560-2 (pH),N,0.0163,0.0554
L_D_55782-7 (Hemoglobin),H,0.0008,0.0005
L_D_55782-7 (Hemoglobin),L,0.0148,0.0063
L_D_55782-7 (Hemoglobin),M,0.9666,0.9858
L_D_55782-7 (Hemoglobin),N,0.0179,0.0074
L_D_5803-2 (pH),H,0.0093,0.0054
L_D_5803-2 (pH),L,0.0004,0
L_D_5803-2 (pH),M,0.7333,0.8176
L_D_5803-2 (pH),N,0.257,0.177
L_D_5821-4 (Leukocytes),H,0.021,0.0222
L_D_5821-4 (Leukocytes),L,0.0004,0
L_D_5821-4 (Leukocytes),M,0.9195,0.9452
L_D_5821-4 (Leukocytes),N,0.0591,0.0326
L_D_5905-5 (Monocytes/100 leukocytes),H,0.1112,0.0243
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0109,0.0055
L_D_5905-5 (Monocytes/100 leukocytes),M,0.6734,0.7618
L_D_5905-5 (Monocytes/100 leukocytes),N,0.2045,0.2084
L_D_6298-4 (Potassium),H,0.0128,0.0022
L_D_6298-4 (Potassium),L,0.0144,0.0039
L_D_6298-4 (Potassium),M,0.888,0.9732
L_D_6298-4 (Potassium),N,0.0848,0.0208
L_D_6301-6 (Coagulation tissue factor induced.INR),H,0.0377,0.0326
L_D_6301-6 (Coagulation tissue factor induced.INR),L,0.0004,0.0002
L_D_6301-6 (Coagulation tissue factor induced.INR),M,0.8701,0.8382
L_D_6301-6 (Coagulation tissue factor induced.INR),N,0.0918,0.129
L_D_6690-2 (Leukocytes),H,0.0428,0.0564
L_D_6690-2 (Leukocytes),L,0.0548,0.016
L_D_6690-2 (Leukocytes),M,0.4821,0.5703
L_D_6690-2 (Leukocytes),N,0.4203,0.3572
L_D_704-7 (Basophils),H,0.0467,0.0902
L_D_704-7 (Basophils),L,0.0008,0.0002
L_D_704-7 (Basophils),M,0.9265,0.8508
L_D_704-7 (Basophils),N,0.026,0.0588
L_D_711-2 (Eosinophils),H,0.0078,0.0112
L_D_711-2 (Eosinophils),L,0.0548,0.0039
L_D_711-2 (Eosinophils),M,0.7247,0.7235
L_D_711-2 (Eosinophils),N,0.2127,0.2615
L_D_718-7 (Hemoglobin),H,0.0206,0.0148
L_D_718-7 (Hemoglobin),L,0.161,0.1349
L_D_718-7 (Hemoglobin),M,0.4883,0.5732
L_D_718-7 (Hemoglobin),N,0.3301,0.277
L_D_731-0 (Lymphocytes),H,0.0039,0.0071
L_D_731-0 (Lymphocytes),L,0.1897,0.047
L_D_731-0 (Lymphocytes),M,0.5575,0.6564
L_D_731-0 (Lymphocytes),N,0.2488,0.2895
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0206,0.0171
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.2146,0.0846
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.5397,0.6431
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.2251,0.2552
L_D_742-7 (Monocytes),H,0.0976,0.0448
L_D_742-7 (Monocytes),L,0.0167,0.0111
L_D_742-7 (Monocytes),M,0.5661,0.6729
L_D_742-7 (Monocytes),N,0.3196,0.2712
L_D_751-8 (Neutrophils),H,0.0743,0.0563
L_D_751-8 (Neutrophils),L,0.0299,0.0172
L_D_751-8 (Neutrophils),M,0.5537,0.65
L_D_751-8 (Neutrophils),N,0.3421,0.2765
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0128,0.0045
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0229,0.0017
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9207,0.9766
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0435,0.0172
L_D_770-8 (Neutrophils/100 leukocytes),H,0.203,0.0692
L_D_770-8 (Neutrophils/100 leukocytes),L,0.0167,0.0121
L_D_770-8 (Neutrophils/100 leukocytes),M,0.6353,0.7428
L_D_770-8 (Neutrophils/100 leukocytes),N,0.145,0.176
L_D_777-3 (Platelets),H,0.0603,0.0258
L_D_777-3 (Platelets),L,0.0747,0.043
L_D_777-3 (Platelets),M,0.4806,0.5683
L_D_777-3 (Platelets),N,0.3845,0.363
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0245,0.0276
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.1283,0.074
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.4848,0.5703
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.3624,0.328
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0128,0.0069
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0572,0.0629
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.4852,0.5738
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.4448,0.3564
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0381,0.0277
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0653,0.0523
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.4806,0.5682
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.416,0.3518
L_D_788-0 (Erythrocyte distribution width),H,0.1633,0.1226
L_D_788-0 (Erythrocyte distribution width),L,0.0004,0.0008
L_D_788-0 (Erythrocyte distribution width),M,0.4837,0.5715
L_D_788-0 (Erythrocyte distribution width),N,0.3526,0.3051
L_D_789-8 (Erythrocytes),H,0.028,0.0254
L_D_789-8 (Erythrocytes),L,0.1007,0.1006
L_D_789-8 (Erythrocytes),M,0.4817,0.5685
L_D_789-8 (Erythrocytes),N,0.3896,0.3055
