===== Class Prior Probabilities =====
P(HMPV=False) = 0.9972732508256643
P(HMPV=True) = 0.002726749174335649

===== Conditional Probabilities =====
P(AGE=Not Mentioned | HMPV=False) = 1.1784809380708267E-4
P(Normal Immune Presence=Not Mentioned | HMPV=True) = 0.19230769230769232
P(Normal Immune Presence=Negated | HMPV=True) = 0.017094017094017096
P(Normal Immune Presence=Present | HMPV=True) = 0.7905982905982906
P(No Effort=Not Mentioned | HMPV=False) = 0.13291221288581428
P(No Effort=Negated | HMPV=False) = 0.0017795481597586414
P(No Effort=Present | HMPV=False) = 0.8653082389544271
P(No Effort=Not Mentioned | HMPV=True) = 0.16666666666666666
P(No Effort=Negated | HMPV=True) = 0.008547008547008548
P(No Effort=Present | HMPV=True) = 0.8247863247863247
P(Unknown Data Entry Method=Not Mentioned | HMPV=False) = 0.9321650383604587
P(Unknown Data Entry Method=Negated | HMPV=False) = 1.8856139441151168E-4
P(Unknown Data Entry Method=Present | HMPV=False) = 0.06764640024512981
P(Unknown Data Entry Method=Not Mentioned | HMPV=True) = 0.8888888888888888
P(Unknown Data Entry Method=Negated | HMPV=True) = 0.004273504273504274
P(Unknown Data Entry Method=Present | HMPV=True) = 0.10683760683760683
P(Residual Cancer Burden Class 0=Not Mentioned | HMPV=False) = 0.998067245707282
P(Residual Cancer Burden Class 0=Negated | HMPV=False) = 3.5355261452158435E-5
P(Residual Cancer Burden Class 0=Present | HMPV=False) = 0.0018973990312658362
P(Residual Cancer Burden Class 0=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Residual Cancer Burden Class 0=Negated | HMPV=True) = 0.004273504273504274
P(Residual Cancer Burden Class 0=Present | HMPV=True) = 0.008547008547008548
P(IPSS-R Risk Category High=Not Mentioned | HMPV=False) = 0.9328839286766526
P(IPSS-R Risk Category High=Negated | HMPV=False) = 0.0025455788245554076
P(IPSS-R Risk Category High=Present | HMPV=False) = 0.06457049249879203
P(IPSS-R Risk Category High=Not Mentioned | HMPV=True) = 0.7094017094017094
P(IPSS-R Risk Category High=Negated | HMPV=True) = 0.01282051282051282
P(IPSS-R Risk Category High=Present | HMPV=True) = 0.2777777777777778
P(International Prognostic Index High Risk Group=Not Mentioned | HMPV=False) = 0.9960166405430568
P(International Prognostic Index High Risk Group=Negated | HMPV=False) = 5.303289217823766E-4
P(International Prognostic Index High Risk Group=Present | HMPV=False) = 0.0034530305351608073
P(International Prognostic Index High Risk Group=Not Mentioned | HMPV=True) = 0.9743589743589743
P(International Prognostic Index High Risk Group=Negated | HMPV=True) = 0.004273504273504274
P(International Prognostic Index High Risk Group=Present | HMPV=True) = 0.021367521367521368
P(IPSS-R Risk Category Low=Not Mentioned | HMPV=False) = 0.8604527830483306
P(IPSS-R Risk Category Low=Negated | HMPV=False) = 0.007978504001037088
P(IPSS-R Risk Category Low=Present | HMPV=False) = 0.13156871295063227
P(IPSS-R Risk Category Low=Not Mentioned | HMPV=True) = 0.7136752136752137
P(IPSS-R Risk Category Low=Negated | HMPV=True) = 0.017094017094017096
P(IPSS-R Risk Category Low=Present | HMPV=True) = 0.2692307692307692
P(Intensity and Distress 5=Not Mentioned | HMPV=False) = 0.9139335085382957
P(Intensity and Distress 5=Negated | HMPV=False) = 0.0030641226591870646
P(Intensity and Distress 5=Present | HMPV=False) = 0.0830023688025173
P(Intensity and Distress 5=Not Mentioned | HMPV=True) = 0.8589743589743589
P(Intensity and Distress 5=Negated | HMPV=True) = 0.01282051282051282
P(Intensity and Distress 5=Present | HMPV=True) = 0.1282051282051282
P(Device Status Unkown=Not Mentioned | HMPV=False) = 0.9321650383604587
P(Device Status Unkown=Negated | HMPV=False) = 1.8856139441151168E-4
P(Device Status Unkown=Present | HMPV=False) = 0.06764640024512981
P(Device Status Unkown=Not Mentioned | HMPV=True) = 0.8888888888888888
P(Device Status Unkown=Negated | HMPV=True) = 0.004273504273504274
P(Device Status Unkown=Present | HMPV=True) = 0.10683760683760683
P(N_D_OXYGEN_SATURATION=High | HMPV=False) = 1.178494826407712E-5
P(N_D_OXYGEN_SATURATION=Low | HMPV=False) = 1.178494826407712E-5
P(N_D_OXYGEN_SATURATION=Not Mentioned | HMPV=False) = 0.9999646451552078
P(N_D_OXYGEN_SATURATION=Normal | HMPV=False) = 1.178494826407712E-5
P(N_D_OXYGEN_SATURATION=High | HMPV=True) = 0.00425531914893617
P(N_D_OXYGEN_SATURATION=Low | HMPV=True) = 0.01276595744680851
P(N_D_OXYGEN_SATURATION=Not Mentioned | HMPV=True) = 0.9787234042553191
P(N_D_OXYGEN_SATURATION=Normal | HMPV=True) = 0.00425531914893617
P(Epithelial cells.squamous=High | HMPV=False) = 0.0016852476017630283
P(Epithelial cells.squamous=Low | HMPV=False) = 1.178494826407712E-5
P(Epithelial cells.squamous=Not Mentioned | HMPV=False) = 0.9830650293445212
P(Epithelial cells.squamous=Normal | HMPV=False) = 0.015237938105451716
P(Epithelial cells.squamous=High | HMPV=True) = 0.00425531914893617
P(Epithelial cells.squamous=Low | HMPV=True) = 0.00425531914893617
P(Epithelial cells.squamous=Not Mentioned | HMPV=True) = 0.9446808510638298
P(Epithelial cells.squamous=Normal | HMPV=True) = 0.04680851063829787
P(Bicarbonate=High | HMPV=False) = 0.00880335635326561
P(Bicarbonate=Low | HMPV=False) = 0.006198882786904565
P(Bicarbonate=Not Mentioned | HMPV=False) = 0.9747684257666109
P(Bicarbonate=Normal | HMPV=False) = 0.01022933509321894
P(Bicarbonate=High | HMPV=True) = 0.14042553191489363
P(Bicarbonate=Low | HMPV=True) = 0.03829787234042553
P(Bicarbonate=Not Mentioned | HMPV=True) = 0.6893617021276596
P(Bicarbonate=Normal | HMPV=True) = 0.13191489361702127
P(Coagulation surface induced=High | HMPV=False) = 0.03007518796992481
P(Coagulation surface induced=Low | HMPV=False) = 0.005821764442454098
P(Coagulation surface induced=Not Mentioned | HMPV=False) = 0.8606547717255522
P(Coagulation surface induced=Normal | HMPV=False) = 0.10344827586206896
P(Coagulation surface induced=High | HMPV=True) = 0.13191489361702127
P(Coagulation surface induced=Low | HMPV=True) = 0.029787234042553193
P(Coagulation surface induced=Not Mentioned | HMPV=True) = 0.6638297872340425
P(Coagulation surface induced=Normal | HMPV=True) = 0.17446808510638298
P(Alanine aminotransferase=High | HMPV=False) = 0.020835788530888348
P(Alanine aminotransferase=Low | HMPV=False) = 0.05720413887383034
P(Alanine aminotransferase=Not Mentioned | HMPV=False) = 0.7283451575647583
P(Alanine aminotransferase=Normal | HMPV=False) = 0.19361491503052303
P(Alanine aminotransferase=High | HMPV=True) = 0.03829787234042553
P(Alanine aminotransferase=Low | HMPV=True) = 0.13191489361702127
P(Alanine aminotransferase=Not Mentioned | HMPV=True) = 0.425531914893617
P(Alanine aminotransferase=Normal | HMPV=True) = 0.40425531914893614
P(Albumin=High | HMPV=False) = 0.001378838946897023
P(Albumin=Low | HMPV=False) = 0.06837626982817545
P(Albumin=Not Mentioned | HMPV=False) = 0.7414382350861479
P(Albumin=Normal | HMPV=False) = 0.18880665613877956
P(Albumin=High | HMPV=True) = 0.00425531914893617
P(Albumin=Low | HMPV=True) = 0.251063829787234
P(Albumin=Not Mentioned | HMPV=True) = 0.42127659574468085
P(Albumin=Normal | HMPV=True) = 0.32340425531914896
P(Albumin/Globulin=High | HMPV=False) = 1.178494826407712E-5
P(Albumin/Globulin=Low | HMPV=False) = 0.06334409691941452
P(Albumin/Globulin=Not Mentioned | HMPV=False) = 0.9040587361821482
P(Albumin/Globulin=Normal | HMPV=False) = 0.032585381950173235
P(Albumin/Globulin=High | HMPV=True) = 0.00425531914893617
P(Albumin/Globulin=Low | HMPV=True) = 0.06808510638297872
P(Albumin/Globulin=Not Mentioned | HMPV=True) = 0.9106382978723404
P(Albumin/Globulin=Normal | HMPV=True) = 0.01702127659574468
P(Calcium=High | HMPV=False) = 0.005432861149739553
P(Calcium=Low | HMPV=False) = 0.03898460885756712
P(Calcium=Not Mentioned | HMPV=False) = 0.6032597166898437
P(Calcium=Normal | HMPV=False) = 0.3523228133028496
P(Calcium=High | HMPV=True) = 0.01702127659574468
P(Calcium=Low | HMPV=True) = 0.1574468085106383
P(Calcium=Not Mentioned | HMPV=True) = 0.11914893617021277
P(Calcium=Normal | HMPV=True) = 0.7063829787234043
P(Magnesium=High | HMPV=False) = 0.007224173285879275
P(Magnesium=Low | HMPV=False) = 0.008850496146321917
P(Magnesium=Not Mentioned | HMPV=False) = 0.8663115468923092
P(Magnesium=Normal | HMPV=False) = 0.11761378367548966
P(Magnesium=High | HMPV=True) = 0.03829787234042553
P(Magnesium=Low | HMPV=True) = 0.02127659574468085
P(Magnesium=Not Mentioned | HMPV=True) = 0.37872340425531914
P(Magnesium=Normal | HMPV=True) = 0.5617021276595745
P(Urobilinogen=High | HMPV=False) = 0.003123011289980437
P(Urobilinogen=Low | HMPV=False) = 2.356989652815424E-5
P(Urobilinogen=Not Mentioned | HMPV=False) = 0.9640794776910929
P(Urobilinogen=Normal | HMPV=False) = 0.032773941122398474
P(Urobilinogen=High | HMPV=True) = 0.00425531914893617
P(Urobilinogen=Low | HMPV=True) = 0.00425531914893617
P(Urobilinogen=Not Mentioned | HMPV=True) = 0.9829787234042553
P(Urobilinogen=Normal | HMPV=True) = 0.00851063829787234
P(Aspartate aminotransferase=High | HMPV=False) = 0.041565512527400005
P(Aspartate aminotransferase=Low | HMPV=False) = 0.04095269521766799
P(Aspartate aminotransferase=Not Mentioned | HMPV=False) = 0.735180427557923
P(Aspartate aminotransferase=Normal | HMPV=False) = 0.18230136469700897
P(Aspartate aminotransferase=High | HMPV=True) = 0.0851063829787234
P(Aspartate aminotransferase=Low | HMPV=True) = 0.03829787234042553
P(Aspartate aminotransferase=Not Mentioned | HMPV=True) = 0.46382978723404256
P(Aspartate aminotransferase=Normal | HMPV=True) = 0.4127659574468085
P(Base excess=High | HMPV=False) = 0.0032644306691493622
P(Base excess=Low | HMPV=False) = 1.178494826407712E-5
P(Base excess=Not Mentioned | HMPV=False) = 0.9931765149550994
P(Base excess=Normal | HMPV=False) = 0.003547269427487213
P(Base excess=High | HMPV=True) = 0.03404255319148936
P(Base excess=Low | HMPV=True) = 0.00425531914893617
P(Base excess=Not Mentioned | HMPV=True) = 0.9404255319148936
P(Base excess=Normal | HMPV=True) = 0.02127659574468085
P(Oxygen^^adjusted to patient's actual temperature=High | HMPV=False) = 0.0024630541871921183
P(Oxygen^^adjusted to patient's actual temperature=Low | HMPV=False) = 5.421076201475476E-4
P(Oxygen^^adjusted to patient's actual temperature=Not Mentioned | HMPV=False) = 0.9950503217290876
P(Oxygen^^adjusted to patient's actual temperature=Normal | HMPV=False) = 0.001944516463572725
P(Oxygen^^adjusted to patient's actual temperature=High | HMPV=True) = 0.04680851063829787
P(Oxygen^^adjusted to patient's actual temperature=Low | HMPV=True) = 0.00851063829787234
P(Oxygen^^adjusted to patient's actual temperature=Not Mentioned | HMPV=True) = 0.8893617021276595
P(Oxygen^^adjusted to patient's actual temperature=Normal | HMPV=True) = 0.05531914893617021
P(Bicarbonate=High | HMPV=False) = 0.001449548636481486
P(Bicarbonate=Low | HMPV=False) = 0.0016852476017630283
P(Bicarbonate=Not Mentioned | HMPV=False) = 0.9942253753506022
P(Bicarbonate=Normal | HMPV=False) = 0.002639828411153275
P(Bicarbonate=High | HMPV=True) = 0.0425531914893617
P(Bicarbonate=Low | HMPV=True) = 0.02127659574468085
P(Bicarbonate=Not Mentioned | HMPV=True) = 0.8936170212765957
P(Bicarbonate=Normal | HMPV=True) = 0.0425531914893617
P(Bicarbonate=High | HMPV=False) = 0.001449548636481486
P(Bicarbonate=Low | HMPV=False) = 0.005668560115021095
P(Bicarbonate=Not Mentioned | HMPV=False) = 0.8986494449289367
P(Bicarbonate=Normal | HMPV=False) = 0.09423244631956065
P(Bicarbonate=High | HMPV=True) = 0.00425531914893617
P(Bicarbonate=Low | HMPV=True) = 0.00425531914893617
P(Bicarbonate=Not Mentioned | HMPV=True) = 0.9744680851063829
P(Bicarbonate=Normal | HMPV=True) = 0.01702127659574468
P(Bilirubin=High | HMPV=False) = 0.018561293515921465
P(Bilirubin=Low | HMPV=False) = 0.009310109128620925
P(Bilirubin=Not Mentioned | HMPV=False) = 0.753506022108563
P(Bilirubin=Normal | HMPV=False) = 0.21862257524689466
P(Bilirubin=High | HMPV=True) = 0.03404255319148936
P(Bilirubin=Low | HMPV=True) = 0.01702127659574468
P(Bilirubin=Not Mentioned | HMPV=True) = 0.5106382978723404
P(Bilirubin=Normal | HMPV=True) = 0.43829787234042555
P(C reactive protein=High | HMPV=False) = 0.007342022768520046
P(C reactive protein=Low | HMPV=False) = 4.596129822990077E-4
P(C reactive protein=Not Mentioned | HMPV=False) = 0.9888867937869753
P(C reactive protein=Normal | HMPV=False) = 0.003311570462205671
P(C reactive protein=High | HMPV=True) = 0.15319148936170213
P(C reactive protein=Low | HMPV=True) = 0.00425531914893617
P(C reactive protein=Not Mentioned | HMPV=True) = 0.7659574468085106
P(C reactive protein=Normal | HMPV=True) = 0.07659574468085106
P(Calcium.ionized=High | HMPV=False) = 9.89935654182478E-4
P(Calcium.ionized=Low | HMPV=False) = 0.012527400004713979
P(Calcium.ionized=Not Mentioned | HMPV=False) = 0.9611214556768096
P(Calcium.ionized=Normal | HMPV=False) = 0.025361208664293963
P(Calcium.ionized=High | HMPV=True) = 0.00851063829787234
P(Calcium.ionized=Low | HMPV=True) = 0.06382978723404255
P(Calcium.ionized=Not Mentioned | HMPV=True) = 0.7021276595744681
P(Calcium.ionized=Normal | HMPV=True) = 0.225531914893617
P(Carbon dioxide=High | HMPV=False) = 0.0019327315153086478
P(Carbon dioxide=Low | HMPV=False) = 0.0016852476017630283
P(Carbon dioxide=Not Mentioned | HMPV=False) = 0.9915148372498644
P(Carbon dioxide=Normal | HMPV=False) = 0.004867183633063851
P(Carbon dioxide=High | HMPV=True) = 0.04680851063829787
P(Carbon dioxide=Low | HMPV=True) = 0.01702127659574468
P(Carbon dioxide=Not Mentioned | HMPV=True) = 0.8680851063829788
P(Carbon dioxide=Normal | HMPV=True) = 0.06808510638297872
P(Carbon dioxide=High | HMPV=False) = 0.005138237443137625
P(Carbon dioxide=Low | HMPV=False) = 0.01186744290192566
P(Carbon dioxide=Not Mentioned | HMPV=False) = 0.9708558229429373
P(Carbon dioxide=Normal | HMPV=False) = 0.012138496711999434
P(Carbon dioxide=High | HMPV=True) = 0.11063829787234042
P(Carbon dioxide=Low | HMPV=True) = 0.0851063829787234
P(Carbon dioxide=Not Mentioned | HMPV=True) = 0.6680851063829787
P(Carbon dioxide=Normal | HMPV=True) = 0.13617021276595745
P(Carbon dioxide=High | HMPV=False) = 3.5354844792231363E-4
P(Carbon dioxide=Low | HMPV=False) = 4.94967827091239E-4
P(Carbon dioxide=Not Mentioned | HMPV=False) = 0.9975133759162798
P(Carbon dioxide=Normal | HMPV=False) = 0.0016381078087067198
P(Carbon dioxide=High | HMPV=True) = 0.01276595744680851
P(Carbon dioxide=Low | HMPV=True) = 0.00425531914893617
P(Carbon dioxide=Not Mentioned | HMPV=True) = 0.9531914893617022
P(Carbon dioxide=Normal | HMPV=True) = 0.029787234042553193
P(Carbon dioxide=High | HMPV=False) = 0.0015202583260659486
P(Carbon dioxide=Low | HMPV=False) = 6.010323614679332E-4
P(Carbon dioxide=Not Mentioned | HMPV=False) = 0.9956159992457633
P(Carbon dioxide=Normal | HMPV=False) = 0.002262710066702807
P(Carbon dioxide=High | HMPV=True) = 0.02553191489361702
P(Carbon dioxide=Low | HMPV=True) = 0.00425531914893617
P(Carbon dioxide=Not Mentioned | HMPV=True) = 0.9531914893617022
P(Carbon dioxide=Normal | HMPV=True) = 0.01702127659574468
P(Carbon dioxide=High | HMPV=False) = 0.004089377047634761
P(Carbon dioxide=Low | HMPV=False) = 0.022556390977443608
P(Carbon dioxide=Not Mentioned | HMPV=False) = 0.6918236028943833
P(Carbon dioxide=Normal | HMPV=False) = 0.28153062908053833
P(Carbon dioxide=High | HMPV=True) = 0.029787234042553193
P(Carbon dioxide=Low | HMPV=True) = 0.05531914893617021
P(Carbon dioxide=Not Mentioned | HMPV=True) = 0.1276595744680851
P(Carbon dioxide=Normal | HMPV=True) = 0.7872340425531915
P(Carboxyhemoglobin/Hemoglobin.total=High | HMPV=False) = 0.009557593042166544
P(Carboxyhemoglobin/Hemoglobin.total=Low | HMPV=False) = 1.178494826407712E-5
P(Carboxyhemoglobin/Hemoglobin.total=Not Mentioned | HMPV=False) = 0.9892639121314257
P(Carboxyhemoglobin/Hemoglobin.total=Normal | HMPV=False) = 0.001166709878143635
P(Carboxyhemoglobin/Hemoglobin.total=High | HMPV=True) = 0.03404255319148936
P(Carboxyhemoglobin/Hemoglobin.total=Low | HMPV=True) = 0.00425531914893617
P(Carboxyhemoglobin/Hemoglobin.total=Not Mentioned | HMPV=True) = 0.948936170212766
P(Carboxyhemoglobin/Hemoglobin.total=Normal | HMPV=True) = 0.01276595744680851
P(Carboxyhemoglobin/Hemoglobin.total=High | HMPV=False) = 7.895915336931671E-4
P(Carboxyhemoglobin/Hemoglobin.total=Low | HMPV=False) = 3.535484479223136E-5
P(Carboxyhemoglobin/Hemoglobin.total=Not Mentioned | HMPV=False) = 0.9985033115704622
P(Carboxyhemoglobin/Hemoglobin.total=Normal | HMPV=False) = 6.717420510523958E-4
P(Carboxyhemoglobin/Hemoglobin.total=High | HMPV=True) = 0.00851063829787234
P(Carboxyhemoglobin/Hemoglobin.total=Low | HMPV=True) = 0.00425531914893617
P(Carboxyhemoglobin/Hemoglobin.total=Not Mentioned | HMPV=True) = 0.9744680851063829
P(Carboxyhemoglobin/Hemoglobin.total=Normal | HMPV=True) = 0.01276595744680851
P(Carbon dioxide=High | HMPV=False) = 5.774624649397789E-4
P(Carbon dioxide=Low | HMPV=False) = 0.0029462370660192803
P(Carbon dioxide=Not Mentioned | HMPV=False) = 0.9889810733730879
P(Carbon dioxide=Normal | HMPV=False) = 0.007495227095953049
P(Carbon dioxide=High | HMPV=True) = 0.00851063829787234
P(Carbon dioxide=Low | HMPV=True) = 0.00851063829787234
P(Carbon dioxide=Not Mentioned | HMPV=True) = 0.9787234042553191
P(Carbon dioxide=Normal | HMPV=True) = 0.00425531914893617
P(Hematocrit=High | HMPV=False) = 0.0011077851368232494
P(Hematocrit=Low | HMPV=False) = 0.007330237820255969
P(Hematocrit=Not Mentioned | HMPV=False) = 0.9798005986753718
P(Hematocrit=Normal | HMPV=False) = 0.011761378367548966
P(Hematocrit=High | HMPV=True) = 0.00425531914893617
P(Hematocrit=Low | HMPV=True) = 0.05106382978723404
P(Hematocrit=Not Mentioned | HMPV=True) = 0.8042553191489362
P(Hematocrit=Normal | HMPV=True) = 0.14042553191489363
P(Chloride=High | HMPV=False) = 0.0023216348080231926
P(Chloride=Low | HMPV=False) = 0.0015791830673863342
P(Chloride=Not Mentioned | HMPV=False) = 0.9864826643411035
P(Chloride=Normal | HMPV=False) = 0.009616517783486931
P(Chloride=High | HMPV=True) = 0.00851063829787234
P(Chloride=Low | HMPV=True) = 0.00425531914893617
P(Chloride=Not Mentioned | HMPV=True) = 0.9574468085106383
P(Chloride=Normal | HMPV=True) = 0.029787234042553193
P(Chloride=High | HMPV=False) = 0.0823060786763146
P(Chloride=Low | HMPV=False) = 0.015438282225941027
P(Chloride=Not Mentioned | HMPV=False) = 0.6094939543215405
P(Chloride=Normal | HMPV=False) = 0.29276168477620385
P(Chloride=High | HMPV=True) = 0.1148936170212766
P(Chloride=Low | HMPV=True) = 0.03404255319148936
P(Chloride=Not Mentioned | HMPV=True) = 0.11914893617021277
P(Chloride=Normal | HMPV=True) = 0.7319148936170212
P(Cobalamins=High | HMPV=False) = 0.0023923444976076554
P(Cobalamins=Low | HMPV=False) = 0.001272774412520329
P(Cobalamins=Not Mentioned | HMPV=False) = 0.9825936314139581
P(Cobalamins=Normal | HMPV=False) = 0.013741249675913923
P(Cobalamins=High | HMPV=True) = 0.00851063829787234
P(Cobalamins=Low | HMPV=True) = 0.00851063829787234
P(Cobalamins=Not Mentioned | HMPV=True) = 0.9574468085106383
P(Cobalamins=Normal | HMPV=True) = 0.02553191489361702
P(Creatinine=High | HMPV=False) = 0.04380465269757466
P(Creatinine=Low | HMPV=False) = 0.010017206024465552
P(Creatinine=Not Mentioned | HMPV=False) = 0.5904259080302637
P(Creatinine=Normal | HMPV=False) = 0.35575223324769606
P(Creatinine=High | HMPV=True) = 0.08936170212765958
P(Creatinine=Low | HMPV=True) = 0.03404255319148936
P(Creatinine=Not Mentioned | HMPV=True) = 0.1574468085106383
P(Creatinine=Normal | HMPV=True) = 0.7191489361702128
P(Globulin=High | HMPV=False) = 0.0257029721639522
P(Globulin=Low | HMPV=False) = 9.427958611261696E-5
P(Globulin=Not Mentioned | HMPV=False) = 0.891955594314941
P(Globulin=Normal | HMPV=False) = 0.08224715393499422
P(Globulin=High | HMPV=True) = 0.0425531914893617
P(Globulin=Low | HMPV=True) = 0.00425531914893617
P(Globulin=Not Mentioned | HMPV=True) = 0.902127659574468
P(Globulin=Normal | HMPV=True) = 0.05106382978723404
P(Glucose=High | HMPV=False) = 0.07429231385674216
P(Glucose=Low | HMPV=False) = 0.0013552690503688689
P(Glucose=Not Mentioned | HMPV=False) = 0.8665708157541189
P(Glucose=Normal | HMPV=False) = 0.057781601338770125
P(Glucose=High | HMPV=True) = 0.30638297872340425
P(Glucose=Low | HMPV=True) = 0.00851063829787234
P(Glucose=Not Mentioned | HMPV=True) = 0.4
P(Glucose=Normal | HMPV=True) = 0.2851063829787234
P(Glucose=High | HMPV=False) = 5.89247413203856E-4
P(Glucose=Low | HMPV=False) = 2.94623706601928E-4
P(Glucose=Not Mentioned | HMPV=False) = 0.9959459777971574
P(Glucose=Normal | HMPV=False) = 0.0031701510830367454
P(Glucose=High | HMPV=True) = 0.01276595744680851
P(Glucose=Low | HMPV=True) = 0.00425531914893617
P(Glucose=Not Mentioned | HMPV=True) = 0.9702127659574468
P(Glucose=Normal | HMPV=True) = 0.01276595744680851
P(Glucose=High | HMPV=False) = 0.17788200909798005
P(Glucose=Low | HMPV=False) = 0.004584344874726
P(Glucose=Not Mentioned | HMPV=False) = 0.5871261225163221
P(Glucose=Normal | HMPV=False) = 0.2304075235109718
P(Glucose=High | HMPV=True) = 0.3021276595744681
P(Glucose=Low | HMPV=True) = 0.01276595744680851
P(Glucose=Not Mentioned | HMPV=True) = 0.10638297872340426
P(Glucose=Normal | HMPV=True) = 0.5787234042553191
P(Methemoglobin/Hemoglobin.total=High | HMPV=False) = 0.0021684304805901903
P(Methemoglobin/Hemoglobin.total=Low | HMPV=False) = 1.178494826407712E-5
P(Methemoglobin/Hemoglobin.total=Not Mentioned | HMPV=False) = 0.9970655478822448
P(Methemoglobin/Hemoglobin.total=Normal | HMPV=False) = 7.542366889009357E-4
P(Methemoglobin/Hemoglobin.total=High | HMPV=True) = 0.05531914893617021
P(Methemoglobin/Hemoglobin.total=Low | HMPV=True) = 0.00425531914893617
P(Methemoglobin/Hemoglobin.total=Not Mentioned | HMPV=True) = 0.9276595744680851
P(Methemoglobin/Hemoglobin.total=Normal | HMPV=True) = 0.01276595744680851
P(Methemoglobin/Hemoglobin.total=High | HMPV=False) = 2.0034412048931105E-4
P(Methemoglobin/Hemoglobin.total=Low | HMPV=False) = 5.8924741320385605E-5
P(Methemoglobin/Hemoglobin.total=Not Mentioned | HMPV=False) = 0.9896763853206685
P(Methemoglobin/Hemoglobin.total=Normal | HMPV=False) = 0.010064345817521862
P(Methemoglobin/Hemoglobin.total=High | HMPV=True) = 0.00425531914893617
P(Methemoglobin/Hemoglobin.total=Low | HMPV=True) = 0.00425531914893617
P(Methemoglobin/Hemoglobin.total=Not Mentioned | HMPV=True) = 0.9531914893617022
P(Methemoglobin/Hemoglobin.total=Normal | HMPV=True) = 0.03829787234042553
P(Eosinophils/100 leukocytes=High | HMPV=False) = 0.005668560115021095
P(Eosinophils/100 leukocytes=Low | HMPV=False) = 0.0026516133594173524
P(Eosinophils/100 leukocytes=Not Mentioned | HMPV=False) = 0.8953143045702029
P(Eosinophils/100 leukocytes=Normal | HMPV=False) = 0.09636552195535862
P(Eosinophils/100 leukocytes=High | HMPV=True) = 0.00425531914893617
P(Eosinophils/100 leukocytes=Low | HMPV=True) = 0.00851063829787234
P(Eosinophils/100 leukocytes=Not Mentioned | HMPV=True) = 0.7574468085106383
P(Eosinophils/100 leukocytes=Normal | HMPV=True) = 0.2297872340425532
P(Monocytes/100 leukocytes=High | HMPV=False) = 0.0067527753553161905
P(Monocytes/100 leukocytes=Low | HMPV=False) = 0.005032172908760931
P(Monocytes/100 leukocytes=Not Mentioned | HMPV=False) = 0.8858038513210927
P(Monocytes/100 leukocytes=Normal | HMPV=False) = 0.10241120041483018
P(Monocytes/100 leukocytes=High | HMPV=True) = 0.029787234042553193
P(Monocytes/100 leukocytes=Low | HMPV=True) = 0.01702127659574468
P(Monocytes/100 leukocytes=Not Mentioned | HMPV=True) = 0.723404255319149
P(Monocytes/100 leukocytes=Normal | HMPV=True) = 0.2297872340425532
P(Neutrophils.segmented/100 leukocytes=High | HMPV=False) = 0.017194239517288518
P(Neutrophils.segmented/100 leukocytes=Low | HMPV=False) = 0.005043957857025007
P(Neutrophils.segmented/100 leukocytes=Not Mentioned | HMPV=False) = 0.896080326207368
P(Neutrophils.segmented/100 leukocytes=Normal | HMPV=False) = 0.08168147641831852
P(Neutrophils.segmented/100 leukocytes=High | HMPV=True) = 0.04680851063829787
P(Neutrophils.segmented/100 leukocytes=Low | HMPV=True) = 0.00851063829787234
P(Neutrophils.segmented/100 leukocytes=Not Mentioned | HMPV=True) = 0.7361702127659574
P(Neutrophils.segmented/100 leukocytes=Normal | HMPV=True) = 0.20851063829787234
P(Oxygen=High | HMPV=False) = 0.0025809036698328895
P(Oxygen=Low | HMPV=False) = 9.427958611261697E-4
P(Oxygen=Not Mentioned | HMPV=False) = 0.9940839559714333
P(Oxygen=Normal | HMPV=False) = 0.0023923444976076554
P(Oxygen=High | HMPV=True) = 0.03404255319148936
P(Oxygen=Low | HMPV=True) = 0.02127659574468085
P(Oxygen=Not Mentioned | HMPV=True) = 0.9191489361702128
P(Oxygen=Normal | HMPV=True) = 0.02553191489361702
P(Oxygen=High | HMPV=False) = 0.012692389280411059
P(Oxygen=Low | HMPV=False) = 8.249463784853984E-4
P(Oxygen=Not Mentioned | HMPV=False) = 0.9791877813656398
P(Oxygen=Normal | HMPV=False) = 0.0072948829754637375
P(Oxygen=High | HMPV=True) = 0.08936170212765958
P(Oxygen=Low | HMPV=True) = 0.00851063829787234
P(Oxygen=Not Mentioned | HMPV=True) = 0.7787234042553192
P(Oxygen=Normal | HMPV=True) = 0.12340425531914893
P(Oxygen saturation=High | HMPV=False) = 0.001272774412520329
P(Oxygen saturation=Low | HMPV=False) = 0.0025809036698328895
P(Oxygen saturation=Not Mentioned | HMPV=False) = 0.9943196549367148
P(Oxygen saturation=Normal | HMPV=False) = 0.0018266669809319537
P(Oxygen saturation=High | HMPV=True) = 0.02553191489361702
P(Oxygen saturation=Low | HMPV=True) = 0.029787234042553193
P(Oxygen saturation=Not Mentioned | HMPV=True) = 0.9234042553191489
P(Oxygen saturation=Normal | HMPV=True) = 0.02127659574468085
P(Oxyhemoglobin/Hemoglobin.total=High | HMPV=False) = 1.0606453437669409E-4
P(Oxyhemoglobin/Hemoglobin.total=Low | HMPV=False) = 4.7139793056308484E-4
P(Oxyhemoglobin/Hemoglobin.total=Not Mentioned | HMPV=False) = 0.9977137200367691
P(Oxyhemoglobin/Hemoglobin.total=Normal | HMPV=False) = 0.0017088174982911825
