Feature (description),Attribute,F,T
C_D_C4722210 (Mild Hallucination),P,0.3672,0.3118
C_D_C4760388 (Mechanical ventilation finding),M,0.9913,0.999
C_D_C4760388 (Mechanical ventilation finding),N,0.0003,0
C_D_C4760388 (Mechanical ventilation finding),P,0.0084,0.001
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.6293,0.684
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0023,0.0016
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.3685,0.3144
C_D_C4761380 (Poorly Marginated Nodule),M,0.9783,0.9935
C_D_C4761380 (Poorly Marginated Nodule),N,0.0003,0.0002
C_D_C4761380 (Poorly Marginated Nodule),P,0.0213,0.0063
C_D_C4761387 (Well Marginated Nodule),M,0.3785,0.4664
C_D_C4761387 (Well Marginated Nodule),N,0.0171,0.0116
C_D_C4761387 (Well Marginated Nodule),P,0.6044,0.522
C_D_C4761390 (Round Nodule),M,0.851,0.7832
C_D_C4761390 (Round Nodule),N,0.0006,0.0004
C_D_C4761390 (Round Nodule),P,0.1484,0.2164
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.2304,0.1627
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0136,0.0202
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.756,0.8172
C_D_C5200925 (Normal Gait),M,0.0905,0.1386
C_D_C5200925 (Normal Gait),N,0.0061,0.011
C_D_C5200925 (Normal Gait),P,0.9034,0.8504
C_D_C5200928 (High (finding)),M,0.8339,0.9287
C_D_C5200928 (High (finding)),N,0.011,0.0022
C_D_C5200928 (High (finding)),P,0.1551,0.0691
C_D_C5202633 (Normal Immune Presence),M,0.0911,0.1394
C_D_C5202633 (Normal Immune Presence),N,0.0065,0.0119
C_D_C5202633 (Normal Immune Presence),P,0.9024,0.8487
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9851,0.9972
C_D_C5202919 (Residual Cancer Burden Class 0),N,0.0003,0.0001
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0145,0.0027
C_D_C5202936 (IPSS-R Risk Category High),M,0.7925,0.9245
C_D_C5202936 (IPSS-R Risk Category High),N,0.0343,0.0027
C_D_C5202936 (IPSS-R Risk Category High),P,0.1732,0.0727
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9499,0.9952
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0262,0.0006
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0239,0.0042
C_D_C5202951 (Very Well),M,0.9496,0.973
C_D_C5202951 (Very Well),N,0.0016,0.0006
C_D_C5202951 (Very Well),P,0.0488,0.0264
C_D_C5202952 (Describes Very Well),M,0.9496,0.973
C_D_C5202952 (Describes Very Well),N,0.0016,0.0006
C_D_C5202952 (Describes Very Well),P,0.0488,0.0264
C_D_C5202953 (Can Do Very Well),M,0.9496,0.973
C_D_C5202953 (Can Do Very Well),N,0.0016,0.0006
C_D_C5202953 (Can Do Very Well),P,0.0488,0.0264
C_D_C5203106 (IPSS-R Risk Category Low),M,0.8041,0.8458
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0074,0.0069
C_D_C5203106 (IPSS-R Risk Category Low),P,0.1884,0.1474
L_D_11277-1 (Epithelial cells.squamous),H,0.0019,0.0021
L_D_11277-1 (Epithelial cells.squamous),L,0.0003,0
L_D_11277-1 (Epithelial cells.squamous),M,0.9641,0.9823
L_D_11277-1 (Epithelial cells.squamous),N,0.0336,0.0156
L_D_13945-1 (Erythrocytes),H,0.0436,0.0276
L_D_13945-1 (Erythrocytes),L,0.0003,0
L_D_13945-1 (Erythrocytes),M,0.9299,0.9518
L_D_13945-1 (Erythrocytes),N,0.0262,0.0206
L_D_14627-4 (Bicarbonate),H,0.0284,0.0093
L_D_14627-4 (Bicarbonate),L,0.0158,0.0072
L_D_14627-4 (Bicarbonate),M,0.9183,0.972
L_D_14627-4 (Bicarbonate),N,0.0375,0.0114
L_D_14979-9 (Coagulation surface induced),H,0.0523,0.0298
L_D_14979-9 (Coagulation surface induced),L,0.0045,0.0078
L_D_14979-9 (Coagulation surface induced),M,0.8633,0.8586
L_D_14979-9 (Coagulation surface induced),N,0.0798,0.1038
L_D_1742-6 (Alanine aminotransferase),H,0.0233,0.0211
L_D_1742-6 (Alanine aminotransferase),L,0.0485,0.0551
L_D_1742-6 (Alanine aminotransferase),M,0.7347,0.7334
L_D_1742-6 (Alanine aminotransferase),N,0.1935,0.1904
L_D_1751-7 (Albumin),H,0.0013,0.0011
L_D_1751-7 (Albumin),L,0.0976,0.0687
L_D_1751-7 (Albumin),M,0.7393,0.7487
L_D_1751-7 (Albumin),N,0.1619,0.1815
L_D_17861-6 (Calcium),H,0.0013,0.0051
L_D_17861-6 (Calcium),L,0.0724,0.0324
L_D_17861-6 (Calcium),M,0.5596,0.6044
L_D_17861-6 (Calcium),N,0.3667,0.358
L_D_19123-9 (Magnesium),H,0.0132,0.0084
L_D_19123-9 (Magnesium),L,0.0084,0.0063
L_D_19123-9 (Magnesium),M,0.8052,0.876
L_D_19123-9 (Magnesium),N,0.1732,0.1093
L_D_19161-9 (Urobilinogen),H,0.0042,0.0038
L_D_19161-9 (Urobilinogen),L,0.0003,0
L_D_19161-9 (Urobilinogen),M,0.9819,0.9643
L_D_19161-9 (Urobilinogen),N,0.0136,0.0319
L_D_1920-8 (Aspartate aminotransferase),H,0.0485,0.0421
L_D_1920-8 (Aspartate aminotransferase),L,0.022,0.0364
L_D_1920-8 (Aspartate aminotransferase),M,0.7383,0.7414
L_D_1920-8 (Aspartate aminotransferase),N,0.1913,0.1802
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0284,0.0058
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0019,0.0014
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9499,0.9889
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0197,0.0039
L_D_1975-2 (Bilirubin),H,0.0168,0.0197
L_D_1975-2 (Bilirubin),L,0.0132,0.0086
L_D_1975-2 (Bilirubin),M,0.7635,0.7595
L_D_1975-2 (Bilirubin),N,0.2065,0.2122
L_D_1988-5 (C reactive protein),H,0.0378,0.0056
L_D_1988-5 (C reactive protein),L,0.0003,0
L_D_1988-5 (C reactive protein),M,0.9435,0.9918
L_D_1988-5 (C reactive protein),N,0.0184,0.0025
L_D_1994-3 (Calcium.ionized),H,0.0036,0.0011
L_D_1994-3 (Calcium.ionized),L,0.0094,0.0129
L_D_1994-3 (Calcium.ionized),M,0.9286,0.9619
L_D_1994-3 (Calcium.ionized),N,0.0585,0.0241
L_D_2021-4 (Carbon dioxide),H,0.0194,0.0057
L_D_2021-4 (Carbon dioxide),L,0.0433,0.0131
L_D_2021-4 (Carbon dioxide),M,0.9031,0.9695
L_D_2021-4 (Carbon dioxide),N,0.0342,0.0116
L_D_2028-9 (Carbon dioxide),H,0.0048,0.0056
L_D_2028-9 (Carbon dioxide),L,0.0388,0.0288
L_D_2028-9 (Carbon dioxide),M,0.5541,0.5963
L_D_2028-9 (Carbon dioxide),N,0.4023,0.3693
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0229,0.0086
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0.0003,0
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9725,0.9895
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0042,0.0018
L_D_20570-8 (Hematocrit),H,0.0039,0.0006
L_D_20570-8 (Hematocrit),L,0.0155,0.0069
L_D_20570-8 (Hematocrit),M,0.9454,0.9818
L_D_20570-8 (Hematocrit),N,0.0352,0.0108
L_D_2075-0 (Chloride),H,0.0481,0.0877
L_D_2075-0 (Chloride),L,0.0129,0.0141
L_D_2075-0 (Chloride),M,0.557,0.6141
L_D_2075-0 (Chloride),N,0.3819,0.2841
L_D_2157-6 (Creatine kinase),H,0.0123,0.0062
L_D_2157-6 (Creatine kinase),L,0.0003,0.0003
L_D_2157-6 (Creatine kinase),M,0.9677,0.9773
L_D_2157-6 (Creatine kinase),N,0.0197,0.0162
L_D_2160-0 (Creatinine),H,0.0433,0.0407
L_D_2160-0 (Creatinine),L,0.0149,0.0123
L_D_2160-0 (Creatinine),M,0.5641,0.5959
L_D_2160-0 (Creatinine),N,0.3777,0.3511
L_D_2339-0 (Glucose),H,0.1118,0.0671
L_D_2339-0 (Glucose),L,0.0023,0.0021
L_D_2339-0 (Glucose),M,0.7977,0.8685
L_D_2339-0 (Glucose),N,0.0882,0.0623
L_D_2342-4 (Glucose),H,0.0013,0.0006
L_D_2342-4 (Glucose),L,0.0019,0.0002
L_D_2342-4 (Glucose),M,0.9787,0.9958
L_D_2342-4 (Glucose),N,0.0181,0.0034
L_D_2345-7 (Glucose),H,0.1583,0.1686
L_D_2345-7 (Glucose),L,0.0065,0.005
L_D_2345-7 (Glucose),M,0.5477,0.5897
L_D_2345-7 (Glucose),N,0.2876,0.2367
L_D_2524-7 (Lactate),H,0.0016,0.0006
L_D_2524-7 (Lactate),L,0.0003,0.0002
L_D_2524-7 (Lactate),M,0.9751,0.9883
L_D_2524-7 (Lactate),N,0.0229,0.0109
L_D_2617-9 (Methemoglobin/Hemoglobin.total),H,0.0003,0.0001
L_D_2617-9 (Methemoglobin/Hemoglobin.total),L,0.0003,0
L_D_2617-9 (Methemoglobin/Hemoglobin.total),M,0.9742,0.9897
L_D_2617-9 (Methemoglobin/Hemoglobin.total),N,0.0252,0.0101
L_D_26485-3 (Monocytes/100 leukocytes),H,0.02,0.0062
L_D_26485-3 (Monocytes/100 leukocytes),L,0.0045,0.0052
L_D_26485-3 (Monocytes/100 leukocytes),M,0.8792,0.8869
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0963,0.1016
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.0317,0.0169
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0052,0.0056
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.8947,0.8977
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0685,0.0798
L_D_2705-2 (Oxygen),H,0.0226,0.0095
L_D_2705-2 (Oxygen),L,0.0016,0.0006
L_D_2705-2 (Oxygen),M,0.9586,0.9844
L_D_2705-2 (Oxygen),N,0.0171,0.0054
L_D_2744-1 (pH),H,0.0026,0.0017
L_D_2744-1 (pH),L,0.0061,0.0028
L_D_2744-1 (pH),M,0.9809,0.9915
L_D_2744-1 (pH),N,0.0103,0.004
L_D_2746-6 (pH),H,0.021,0.0062
L_D_2746-6 (pH),L,0.0139,0.0061
L_D_2746-6 (pH),M,0.9144,0.9715
L_D_2746-6 (pH),N,0.0507,0.0162
L_D_2777-1 (Phosphate),H,0.0068,0.0044
L_D_2777-1 (Phosphate),L,0.0339,0.0128
L_D_2777-1 (Phosphate),M,0.8559,0.9206
L_D_2777-1 (Phosphate),N,0.1034,0.0622
L_D_2823-3 (Potassium),H,0.0123,0.0074
L_D_2823-3 (Potassium),L,0.0397,0.0363
L_D_2823-3 (Potassium),M,0.5606,0.602
L_D_2823-3 (Potassium),N,0.3874,0.3543
L_D_2885-2 (Protein),H,0.0317,0.0333
L_D_2885-2 (Protein),L,0.0307,0.0264
L_D_2885-2 (Protein),M,0.7409,0.7496
L_D_2885-2 (Protein),N,0.1968,0.1907
L_D_2947-0 (Sodium),H,0.001,0.0005
L_D_2947-0 (Sodium),L,0.0107,0.0038
L_D_2947-0 (Sodium),M,0.9386,0.9726
L_D_2947-0 (Sodium),N,0.0498,0.0231
L_D_2951-2 (Sodium),H,0.0006,0.0062
L_D_2951-2 (Sodium),L,0.0801,0.0477
L_D_2951-2 (Sodium),M,0.568,0.6044
L_D_2951-2 (Sodium),N,0.3512,0.3418
L_D_2965-2 (Specific gravity),H,0.0074,0.0063
L_D_2965-2 (Specific gravity),L,0.0068,0.0066
L_D_2965-2 (Specific gravity),M,0.7696,0.8798
L_D_2965-2 (Specific gravity),N,0.2162,0.1073
L_D_30180-4 (Basophils/100 leukocytes),H,0.0081,0.0132
L_D_30180-4 (Basophils/100 leukocytes),L,0.0003,0
L_D_30180-4 (Basophils/100 leukocytes),M,0.8985,0.9016
L_D_30180-4 (Basophils/100 leukocytes),N,0.0931,0.0852
L_D_3040-3 (Triacylglycerol lipase),H,0.0036,0.0073
L_D_3040-3 (Triacylglycerol lipase),L,0.0194,0.0195
L_D_3040-3 (Triacylglycerol lipase),M,0.9402,0.8933
L_D_3040-3 (Triacylglycerol lipase),N,0.0368,0.0799
L_D_3094-0 (Urea nitrogen),H,0.0401,0.0358
L_D_3094-0 (Urea nitrogen),L,0.041,0.0279
L_D_3094-0 (Urea nitrogen),M,0.5554,0.5989
L_D_3094-0 (Urea nitrogen),N,0.3635,0.3375
L_D_3097-3 (Urea nitrogen/Creatinine),H,0.0126,0.0089
L_D_3097-3 (Urea nitrogen/Creatinine),L,0.0036,0.0017
L_D_3097-3 (Urea nitrogen/Creatinine),M,0.9221,0.9346
L_D_3097-3 (Urea nitrogen/Creatinine),N,0.0617,0.0548
L_D_32623-1 (Platelet mean volume),H,0.0142,0.0151
L_D_32623-1 (Platelet mean volume),L,0.0107,0.008
L_D_32623-1 (Platelet mean volume),M,0.5512,0.5877
L_D_32623-1 (Platelet mean volume),N,0.4239,0.3893
L_D_32693-4 (Lactate),H,0.021,0.0098
L_D_32693-4 (Lactate),L,0.0006,0.0003
L_D_32693-4 (Lactate),M,0.8814,0.949
L_D_32693-4 (Lactate),N,0.0969,0.0409
L_D_33037-3 (Anion gap),H,0.0252,0.0421
L_D_33037-3 (Anion gap),L,0.0669,0.0216
L_D_33037-3 (Anion gap),M,0.5648,0.6024
L_D_33037-3 (Anion gap),N,0.3431,0.334
L_D_38483-4 (Creatinine),H,0.0029,0.0046
L_D_38483-4 (Creatinine),L,0.001,0.0004
L_D_38483-4 (Creatinine),M,0.9903,0.9714
L_D_38483-4 (Creatinine),N,0.0058,0.0237
L_D_4049-3 (Theophylline),H,0.0003,0
L_D_4049-3 (Theophylline),L,0.0013,0.0001
L_D_4049-3 (Theophylline),M,0.9958,0.9998
L_D_4049-3 (Theophylline),N,0.0026,0
L_D_4092-3 (Vancomycin^trough),H,0.0036,0.0011
L_D_4092-3 (Vancomycin^trough),L,0.0081,0.0015
L_D_4092-3 (Vancomycin^trough),M,0.9609,0.9914
L_D_4092-3 (Vancomycin^trough),N,0.0275,0.006
L_D_4544-3 (Hematocrit),H,0.0152,0.0191
L_D_4544-3 (Hematocrit),L,0.1338,0.1185
L_D_4544-3 (Hematocrit),M,0.5367,0.5785
L_D_4544-3 (Hematocrit),N,0.3144,0.2839
L_D_50560-2 (pH),H,0.0013,0.002
L_D_50560-2 (pH),L,0.0003,0
L_D_50560-2 (pH),M,0.97,0.9436
L_D_50560-2 (pH),N,0.0284,0.0544
L_D_55782-7 (Hemoglobin),H,0.0003,0.0003
L_D_55782-7 (Hemoglobin),L,0.0081,0.004
L_D_55782-7 (Hemoglobin),M,0.9748,0.99
L_D_55782-7 (Hemoglobin),N,0.0168,0.0057
L_D_5803-2 (pH),H,0.0065,0.0036
L_D_5803-2 (pH),L,0.0003,0
L_D_5803-2 (pH),M,0.7412,0.8391
L_D_5803-2 (pH),N,0.252,0.1573
L_D_5821-4 (Leukocytes),H,0.0242,0.0197
L_D_5821-4 (Leukocytes),L,0.0003,0
L_D_5821-4 (Leukocytes),M,0.9153,0.9483
L_D_5821-4 (Leukocytes),N,0.0601,0.0319
L_D_5905-5 (Monocytes/100 leukocytes),H,0.083,0.0247
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0048,0.004
L_D_5905-5 (Monocytes/100 leukocytes),M,0.7347,0.7637
L_D_5905-5 (Monocytes/100 leukocytes),N,0.1774,0.2076
L_D_6298-4 (Potassium),H,0.011,0.0033
L_D_6298-4 (Potassium),L,0.0074,0.0036
L_D_6298-4 (Potassium),M,0.9399,0.975
L_D_6298-4 (Potassium),N,0.0417,0.018
L_D_6690-2 (Leukocytes),H,0.0417,0.0647
L_D_6690-2 (Leukocytes),L,0.0459,0.0142
L_D_6690-2 (Leukocytes),M,0.5373,0.5804
L_D_6690-2 (Leukocytes),N,0.3751,0.3408
L_D_6768-6 (Alkaline phosphatase),H,0.0317,0.0357
L_D_6768-6 (Alkaline phosphatase),L,0.0152,0.0069
L_D_6768-6 (Alkaline phosphatase),M,0.7309,0.7375
L_D_6768-6 (Alkaline phosphatase),N,0.2223,0.2199
L_D_704-7 (Basophils),H,0.0459,0.094
L_D_704-7 (Basophils),L,0.001,0.0001
L_D_704-7 (Basophils),M,0.9302,0.8388
L_D_704-7 (Basophils),N,0.0229,0.067
L_D_711-2 (Eosinophils),H,0.0068,0.0127
L_D_711-2 (Eosinophils),L,0.0404,0.004
L_D_711-2 (Eosinophils),M,0.7806,0.7263
L_D_711-2 (Eosinophils),N,0.1722,0.257
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0142,0.0144
L_D_713-8 (Eosinophils/100 leukocytes),L,0.0003,0
L_D_713-8 (Eosinophils/100 leukocytes),M,0.842,0.7901
L_D_713-8 (Eosinophils/100 leukocytes),N,0.1435,0.1955
L_D_718-7 (Hemoglobin),H,0.0162,0.0147
L_D_718-7 (Hemoglobin),L,0.1338,0.1308
L_D_718-7 (Hemoglobin),M,0.5415,0.5828
L_D_718-7 (Hemoglobin),N,0.3086,0.2717
L_D_731-0 (Lymphocytes),H,0.0032,0.0078
L_D_731-0 (Lymphocytes),L,0.1599,0.0404
L_D_731-0 (Lymphocytes),M,0.6252,0.6606
L_D_731-0 (Lymphocytes),N,0.2116,0.2912
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0162,0.0182
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.1813,0.0793
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.6071,0.6492
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.1955,0.2534
L_D_742-7 (Monocytes),H,0.0782,0.0494
L_D_742-7 (Monocytes),L,0.0158,0.0077
L_D_742-7 (Monocytes),M,0.6352,0.6753
L_D_742-7 (Monocytes),N,0.2708,0.2677
L_D_751-8 (Neutrophils),H,0.0514,0.0571
L_D_751-8 (Neutrophils),L,0.0288,0.0157
L_D_751-8 (Neutrophils),M,0.6178,0.6544
L_D_751-8 (Neutrophils),N,0.3021,0.2729
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0184,0.0041
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0191,0.0016
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9257,0.9795
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0368,0.0147
L_D_770-8 (Neutrophils/100 leukocytes),H,0.1457,0.0654
L_D_770-8 (Neutrophils/100 leukocytes),L,0.012,0.0131
L_D_770-8 (Neutrophils/100 leukocytes),M,0.7118,0.7462
L_D_770-8 (Neutrophils/100 leukocytes),N,0.1305,0.1753
L_D_777-3 (Platelets),H,0.0381,0.0237
L_D_777-3 (Platelets),L,0.0737,0.0464
L_D_777-3 (Platelets),M,0.5363,0.5784
L_D_777-3 (Platelets),N,0.3519,0.3516
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0233,0.0242
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.1027,0.0757
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.5393,0.5803
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.3347,0.3198
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0204,0.0094
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0475,0.0735
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.5393,0.5857
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.3929,0.3315
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0242,0.0228
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0643,0.0546
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.536,0.5776
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.3754,0.345
L_D_788-0 (Erythrocyte distribution width),H,0.1447,0.1203
L_D_788-0 (Erythrocyte distribution width),L,0.0006,0.0007
L_D_788-0 (Erythrocyte distribution width),M,0.538,0.5819
L_D_788-0 (Erythrocyte distribution width),N,0.3166,0.297
L_D_789-8 (Erythrocytes),H,0.0246,0.0259
L_D_789-8 (Erythrocytes),L,0.1015,0.0937
L_D_789-8 (Erythrocytes),M,0.537,0.5787
L_D_789-8 (Erythrocytes),N,0.337,0.3018
