Feature (description),Attribute,M,T
C_D_C4553726 ('Fall  CTCAE'),M,0.9181,0.9524
C_D_C4553726 ('Fall  CTCAE'),N,0.0065,0.0159
C_D_C4553726 ('Fall  CTCAE'),P,0.0754,0.0317
C_D_C4553736 ('Meningismus  CTCAE'),M,0.9757,0.9365
C_D_C4553736 ('Meningismus  CTCAE'),N,0.0225,0.0476
C_D_C4553736 ('Meningismus  CTCAE'),P,0.0018,0.0159
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6343,0.6508
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1555,0.2222
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.2102,0.127
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9041,0.8571
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0137,0.0159
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0822,0.127
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),M,0.8795,0.9206
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),N,0.0594,0.0476
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),P,0.0612,0.0317
C_D_C4553925 ('Wheezing  CTCAE'),M,0.9236,0.8095
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0504,0.0476
C_D_C4553925 ('Wheezing  CTCAE'),P,0.026,0.1429
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.8181,0.7143
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0395,0.0794
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.1424,0.2063
C_D_C4553946 ('Bacteremia  CTCAE'),M,0.9918,0.9524
C_D_C4553946 ('Bacteremia  CTCAE'),N,0.0002,0.0159
C_D_C4553946 ('Bacteremia  CTCAE'),P,0.008,0.0317
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9996,0.9683
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.0159
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0004,0.0159
C_D_C4553955 ('Dysuria  CTCAE'),M,0.7516,0.6508
C_D_C4553955 ('Dysuria  CTCAE'),N,0.1769,0.2698
C_D_C4553955 ('Dysuria  CTCAE'),P,0.0715,0.0794
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),M,0.9857,0.9683
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),N,0.0113,0.0159
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),P,0.003,0.0159
C_D_C4554100 ('Stroke  CTCAE'),M,0.9719,0.9524
C_D_C4554100 ('Stroke  CTCAE'),N,0.0028,0.0159
C_D_C4554100 ('Stroke  CTCAE'),P,0.0253,0.0317
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9756,0.9683
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.009,0.0159
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0154,0.0159
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),M,0.9719,0.9524
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),N,0.0088,0.0159
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),P,0.0193,0.0317
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9683,0.9365
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0017,0.0159
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.03,0.0476
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6252,0.5873
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1532,0.1429
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.2217,0.2698
C_D_C4554407 ('Bruising  CTCAE'),M,0.945,0.9365
C_D_C4554407 ('Bruising  CTCAE'),N,0.0366,0.0476
C_D_C4554407 ('Bruising  CTCAE'),P,0.0184,0.0159
C_D_C4554554 (Faint - appearance),M,0.9926,0.9048
C_D_C4554554 (Faint - appearance),N,0.0002,0.0159
C_D_C4554554 (Faint - appearance),P,0.0072,0.0794
C_D_C4554627 ('Epistaxis  CTCAE'),M,0.9854,0.9524
C_D_C4554627 ('Epistaxis  CTCAE'),N,0.0082,0.0317
C_D_C4554627 ('Epistaxis  CTCAE'),P,0.0065,0.0159
C_D_C4554630 ('Hematuria  CTCAE'),M,0.8731,0.7619
C_D_C4554630 ('Hematuria  CTCAE'),N,0.0712,0.1429
C_D_C4554630 ('Hematuria  CTCAE'),P,0.0557,0.0952
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.9114,0.8095
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.057,0.0794
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0316,0.1111
C_D_C4554644 ('Syncope  CTCAE 5.0'),M,0.9393,0.9048
C_D_C4554644 ('Syncope  CTCAE 5.0'),N,0.0237,0.0635
C_D_C4554644 ('Syncope  CTCAE 5.0'),P,0.037,0.0317
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9533,0.8571
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0142,0.0317
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0325,0.1111
C_D_C4554648 ('Vaginal Discharge  CTCAE'),M,0.9704,0.9683
C_D_C4554648 ('Vaginal Discharge  CTCAE'),N,0.0107,0.0159
C_D_C4554648 ('Vaginal Discharge  CTCAE'),P,0.0189,0.0159
C_D_C4555211 ('Confusion  CTCAE 5.0'),M,0.9515,0.873
C_D_C4555211 ('Confusion  CTCAE 5.0'),N,0.0336,0.0952
C_D_C4555211 ('Confusion  CTCAE 5.0'),P,0.0149,0.0317
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9999,0.9683
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0159
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.0159
C_D_C4698447 (Patient age),M,0.8539,0.8413
C_D_C4698447 (Patient age),N,0.0001,0.0159
C_D_C4698447 (Patient age),P,0.146,0.1429
C_D_C4722210 (Mild Hallucination),M,0.6892,0.4921
C_D_C4722210 (Mild Hallucination),N,0.0019,0.0159
C_D_C4722210 (Mild Hallucination),P,0.3089,0.4921
C_D_C4747995 (Nasal secretions),M,0.9993,0.9683
C_D_C4747995 (Nasal secretions),N,0,0.0159
C_D_C4747995 (Nasal secretions),P,0.0007,0.0159
C_D_C4760388 (Mechanical ventilation finding),M,0.9992,0.9048
C_D_C4760388 (Mechanical ventilation finding),N,0,0.0159
C_D_C4760388 (Mechanical ventilation finding),P,0.0008,0.0794
C_D_C4761380 (Poorly Marginated Nodule),M,0.994,0.9365
C_D_C4761380 (Poorly Marginated Nodule),N,0.0001,0.0159
C_D_C4761380 (Poorly Marginated Nodule),P,0.006,0.0476
C_D_C4761387 (Well Marginated Nodule),M,0.4738,0.4603
C_D_C4761387 (Well Marginated Nodule),N,0.0122,0.0317
C_D_C4761387 (Well Marginated Nodule),P,0.5139,0.5079
C_D_C4761390 (Round Nodule),M,0.7881,0.8254
C_D_C4761390 (Round Nodule),N,0.0005,0.0159
C_D_C4761390 (Round Nodule),P,0.2114,0.1587
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.1796,0.5556
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0195,0.0159
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.8009,0.4286
C_D_C5200925 (Normal Gait),M,0.1496,0.127
C_D_C5200925 (Normal Gait),N,0.0113,0.0635
C_D_C5200925 (Normal Gait),P,0.8391,0.8095
C_D_C5200928 (High (finding)),M,0.9325,0.8254
C_D_C5200928 (High (finding)),N,0.002,0.0159
C_D_C5200928 (High (finding)),P,0.0654,0.1587
C_D_C5202633 (Normal Immune Presence),M,0.151,0.127
C_D_C5202633 (Normal Immune Presence),N,0.012,0.0635
C_D_C5202633 (Normal Immune Presence),P,0.837,0.8095
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9974,0.9683
C_D_C5202919 (Residual Cancer Burden Class 0),N,0,0.0159
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0026,0.0159
C_D_C5202936 (IPSS-R Risk Category High),M,0.9292,0.8254
C_D_C5202936 (IPSS-R Risk Category High),N,0.0025,0.0159
C_D_C5202936 (IPSS-R Risk Category High),P,0.0683,0.1587
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.996,0.9524
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0005,0.0159
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0035,0.0317
C_D_C5202951 (Very Well),M,0.9743,0.9206
C_D_C5202951 (Very Well),N,0.0004,0.0159
C_D_C5202951 (Very Well),P,0.0253,0.0635
C_D_C5202952 (Describes Very Well),M,0.9743,0.9206
C_D_C5202952 (Describes Very Well),N,0.0004,0.0159
C_D_C5202952 (Describes Very Well),P,0.0253,0.0635
C_D_C5202953 (Can Do Very Well),M,0.9743,0.9206
C_D_C5202953 (Can Do Very Well),N,0.0004,0.0159
C_D_C5202953 (Can Do Very Well),P,0.0253,0.0635
C_D_C5203106 (IPSS-R Risk Category Low),M,0.8604,0.7143
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0081,0.0159
C_D_C5203106 (IPSS-R Risk Category Low),P,0.1315,0.2698
C_D_C5231182 (Normal lung),M,0.9992,0.9683
C_D_C5231182 (Normal lung),N,0,0.0159
C_D_C5231182 (Normal lung),P,0.0008,0.0159
L_D_11253-2 (Tacrolimus),H,0.0001,0.0156
L_D_11253-2 (Tacrolimus),L,0.0003,0.0156
L_D_11253-2 (Tacrolimus),M,0.9963,0.9062
L_D_11253-2 (Tacrolimus),N,0.0033,0.0625
L_D_11277-1 (Epithelial cells.squamous),H,0.0021,0.0156
L_D_11277-1 (Epithelial cells.squamous),L,0,0.0156
L_D_11277-1 (Epithelial cells.squamous),M,0.9831,0.8906
L_D_11277-1 (Epithelial cells.squamous),N,0.0148,0.0781
L_D_14627-4 (Bicarbonate),H,0.0074,0.1875
L_D_14627-4 (Bicarbonate),L,0.0059,0.0469
L_D_14627-4 (Bicarbonate),M,0.977,0.625
L_D_14627-4 (Bicarbonate),N,0.0096,0.1406
L_D_1751-7 (Albumin),H,0.0011,0.0156
L_D_1751-7 (Albumin),L,0.0646,0.3906
L_D_1751-7 (Albumin),M,0.7625,0.25
L_D_1751-7 (Albumin),N,0.1718,0.3438
L_D_1759-0 (Albumin/Globulin),H,0,0.0156
L_D_1759-0 (Albumin/Globulin),L,0.0581,0.1875
L_D_1759-0 (Albumin/Globulin),M,0.9124,0.7812
L_D_1759-0 (Albumin/Globulin),N,0.0295,0.0156
L_D_17861-6 (Calcium),H,0.0042,0.0156
L_D_17861-6 (Calcium),L,0.0409,0.1875
L_D_17861-6 (Calcium),M,0.6346,0.0312
L_D_17861-6 (Calcium),N,0.3203,0.7656
L_D_19123-9 (Magnesium),H,0.0064,0.0469
L_D_19123-9 (Magnesium),L,0.0087,0.0469
L_D_19123-9 (Magnesium),M,0.8791,0.2812
L_D_19123-9 (Magnesium),N,0.1058,0.625
L_D_19161-9 (Urobilinogen),H,0.0025,0.0156
L_D_19161-9 (Urobilinogen),L,0,0.0156
L_D_19161-9 (Urobilinogen),M,0.9719,0.9531
L_D_19161-9 (Urobilinogen),N,0.0256,0.0156
L_D_19218-7 (Oxygen content),H,0,0.0156
L_D_19218-7 (Oxygen content),L,0.0014,0.0938
L_D_19218-7 (Oxygen content),M,0.9976,0.8594
L_D_19218-7 (Oxygen content),N,0.0009,0.0312
L_D_1924-0 (Base deficit),H,0.0024,0.0156
L_D_1924-0 (Base deficit),L,0,0.0156
L_D_1924-0 (Base deficit),M,0.9966,0.9219
L_D_1924-0 (Base deficit),N,0.0009,0.0469
L_D_1925-7 (Base excess),H,0.0031,0.0625
L_D_1925-7 (Base excess),L,0,0.0156
L_D_1925-7 (Base excess),M,0.9935,0.875
L_D_1925-7 (Base excess),N,0.0034,0.0469
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0036,0.0938
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0006,0.0312
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9929,0.7969
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0029,0.0781
L_D_1960-4 (Bicarbonate),H,0.0013,0.0312
L_D_1960-4 (Bicarbonate),L,0.0018,0.0312
L_D_1960-4 (Bicarbonate),M,0.9946,0.8281
L_D_1960-4 (Bicarbonate),N,0.0024,0.1094
L_D_1963-8 (Bicarbonate),H,0.0031,0.0312
L_D_1963-8 (Bicarbonate),L,0.0106,0.0312
L_D_1963-8 (Bicarbonate),M,0.8057,0.7656
L_D_1963-8 (Bicarbonate),N,0.1806,0.1719
L_D_1988-5 (C reactive protein),H,0.0064,0.125
L_D_1988-5 (C reactive protein),L,0.0008,0.0156
L_D_1988-5 (C reactive protein),M,0.9895,0.7969
L_D_1988-5 (C reactive protein),N,0.0033,0.0625
L_D_1994-3 (Calcium.ionized),H,0.0009,0.0156
L_D_1994-3 (Calcium.ionized),L,0.0115,0.0625
L_D_1994-3 (Calcium.ionized),M,0.9634,0.6562
L_D_1994-3 (Calcium.ionized),N,0.0241,0.2656
L_D_2019-8 (Carbon dioxide),H,0.0018,0.0625
L_D_2019-8 (Carbon dioxide),L,0.0015,0.0469
L_D_2019-8 (Carbon dioxide),M,0.9919,0.7656
L_D_2019-8 (Carbon dioxide),N,0.0048,0.125
L_D_2021-4 (Carbon dioxide),H,0.0045,0.1562
L_D_2021-4 (Carbon dioxide),L,0.0111,0.0781
L_D_2021-4 (Carbon dioxide),M,0.9733,0.5938
L_D_2021-4 (Carbon dioxide),N,0.0111,0.1719
L_D_2028-9 (Carbon dioxide),H,0.0025,0.0312
L_D_2028-9 (Carbon dioxide),L,0.0148,0.0469
L_D_2028-9 (Carbon dioxide),M,0.8015,0.2031
L_D_2028-9 (Carbon dioxide),N,0.1812,0.7188
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0089,0.0469
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0156
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9898,0.875
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0013,0.0625
L_D_20570-8 (Hematocrit),H,0.0006,0.0312
L_D_20570-8 (Hematocrit),L,0.0064,0.0781
L_D_20570-8 (Hematocrit),M,0.9828,0.75
L_D_20570-8 (Hematocrit),N,0.0102,0.1406
L_D_2075-0 (Chloride),H,0.0688,0.1094
L_D_2075-0 (Chloride),L,0.0155,0.0781
L_D_2075-0 (Chloride),M,0.6246,0.0156
L_D_2075-0 (Chloride),N,0.2911,0.7969
L_D_2160-0 (Creatinine),H,0.0394,0.1719
L_D_2160-0 (Creatinine),L,0.0095,0.0312
L_D_2160-0 (Creatinine),M,0.6073,0.0469
L_D_2160-0 (Creatinine),N,0.3439,0.75
L_D_2336-6 (Globulin),H,0.0224,0.0938
L_D_2336-6 (Globulin),L,0.0001,0.0156
L_D_2336-6 (Globulin),M,0.9012,0.7812
L_D_2336-6 (Globulin),N,0.0762,0.1094
L_D_2339-0 (Glucose),H,0.069,0.2969
L_D_2339-0 (Glucose),L,0.0015,0.0156
L_D_2339-0 (Glucose),M,0.8717,0.375
L_D_2339-0 (Glucose),N,0.0577,0.3125
L_D_2342-4 (Glucose),H,0.0006,0.0156
L_D_2342-4 (Glucose),L,0.0002,0.0156
L_D_2342-4 (Glucose),M,0.9961,0.9531
L_D_2342-4 (Glucose),N,0.0032,0.0156
L_D_2345-7 (Glucose),H,0.1674,0.3906
L_D_2345-7 (Glucose),L,0.0044,0.0156
L_D_2345-7 (Glucose),M,0.6063,0.0312
L_D_2345-7 (Glucose),N,0.222,0.5625
L_D_2465-3 (IgG),H,0.0003,0.0156
L_D_2465-3 (IgG),L,0.0007,0.0625
L_D_2465-3 (IgG),M,0.997,0.9062
L_D_2465-3 (IgG),N,0.0021,0.0156
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.0021,0.0938
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0,0.0156
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.997,0.8594
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0008,0.0312
L_D_2617-9 (Methemoglobin/Hemoglobin.total),H,0.0002,0.0156
L_D_2617-9 (Methemoglobin/Hemoglobin.total),L,0.0001,0.0156
L_D_2617-9 (Methemoglobin/Hemoglobin.total),M,0.9903,0.8906
L_D_2617-9 (Methemoglobin/Hemoglobin.total),N,0.0095,0.0781
L_D_2703-7 (Oxygen),H,0.0026,0.0625
L_D_2703-7 (Oxygen),L,0.0009,0.0156
L_D_2703-7 (Oxygen),M,0.9942,0.8281
L_D_2703-7 (Oxygen),N,0.0023,0.0938
L_D_2705-2 (Oxygen),H,0.0105,0.0469
L_D_2705-2 (Oxygen),L,0.0006,0.0312
L_D_2705-2 (Oxygen),M,0.9832,0.75
L_D_2705-2 (Oxygen),N,0.0057,0.1719
L_D_2711-0 (Oxygen saturation),H,0.0007,0.0156
L_D_2711-0 (Oxygen saturation),L,0.0018,0.0469
L_D_2711-0 (Oxygen saturation),M,0.9962,0.8906
L_D_2711-0 (Oxygen saturation),N,0.0013,0.0469
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),H,0.0001,0.0156
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),L,0.0005,0.0156
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),M,0.9979,0.875
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),N,0.0016,0.0938
L_D_2744-1 (pH),H,0.0016,0.0625
L_D_2744-1 (pH),L,0.0024,0.0469
L_D_2744-1 (pH),M,0.9919,0.7344
L_D_2744-1 (pH),N,0.0041,0.1562
L_D_2746-6 (pH),H,0.005,0.0469
L_D_2746-6 (pH),L,0.0047,0.125
L_D_2746-6 (pH),M,0.9752,0.6562
L_D_2746-6 (pH),N,0.0151,0.1719
L_D_2777-1 (Phosphate),H,0.0046,0.0312
L_D_2777-1 (Phosphate),L,0.0112,0.1406
L_D_2777-1 (Phosphate),M,0.919,0.3125
L_D_2777-1 (Phosphate),N,0.0653,0.5156
L_D_2823-3 (Potassium),H,0.007,0.0312
L_D_2823-3 (Potassium),L,0.0358,0.0156
L_D_2823-3 (Potassium),M,0.615,0.0312
L_D_2823-3 (Potassium),N,0.3421,0.9219
L_D_2947-0 (Sodium),H,0.0004,0.0312
L_D_2947-0 (Sodium),L,0.0042,0.0312
L_D_2947-0 (Sodium),M,0.9742,0.7188
L_D_2947-0 (Sodium),N,0.0212,0.2188
L_D_2951-2 (Sodium),H,0.0029,0.0156
L_D_2951-2 (Sodium),L,0.0571,0.1562
L_D_2951-2 (Sodium),M,0.6177,0.0469
L_D_2951-2 (Sodium),N,0.3223,0.7812
L_D_2965-2 (Specific gravity),H,0.0061,0.0625
L_D_2965-2 (Specific gravity),L,0.0074,0.0156
L_D_2965-2 (Specific gravity),M,0.8605,0.5469
L_D_2965-2 (Specific gravity),N,0.1261,0.375
L_D_30313-1 (Hemoglobin),H,0.0001,0.0156
L_D_30313-1 (Hemoglobin),L,0.0028,0.0938
L_D_30313-1 (Hemoglobin),M,0.9963,0.875
L_D_30313-1 (Hemoglobin),N,0.0008,0.0156
L_D_3040-3 (Triacylglycerol lipase),H,0.0066,0.0156
L_D_3040-3 (Triacylglycerol lipase),L,0.0191,0.0469
L_D_3040-3 (Triacylglycerol lipase),M,0.8983,0.8125
L_D_3040-3 (Triacylglycerol lipase),N,0.076,0.125
L_D_3094-0 (Urea nitrogen),H,0.0352,0.1562
L_D_3094-0 (Urea nitrogen),L,0.0262,0.0625
L_D_3094-0 (Urea nitrogen),M,0.6115,0.0312
L_D_3094-0 (Urea nitrogen),N,0.327,0.75
L_D_32623-1 (Platelet mean volume),H,0.0114,0.0469
L_D_32623-1 (Platelet mean volume),L,0.0102,0.0156
L_D_32623-1 (Platelet mean volume),M,0.5993,0.0156
L_D_32623-1 (Platelet mean volume),N,0.3791,0.9219
L_D_32693-4 (Lactate),H,0.0089,0.0625
L_D_32693-4 (Lactate),L,0.0004,0.0156
L_D_32693-4 (Lactate),M,0.9498,0.5
L_D_32693-4 (Lactate),N,0.0409,0.4219
L_D_33037-3 (Anion gap),H,0.0365,0.125
L_D_33037-3 (Anion gap),L,0.012,0.0938
L_D_33037-3 (Anion gap),M,0.6131,0.0469
L_D_33037-3 (Anion gap),N,0.3384,0.7344
L_D_38483-4 (Creatinine),H,0.0044,0.0469
L_D_38483-4 (Creatinine),L,0.0006,0.0156
L_D_38483-4 (Creatinine),M,0.9718,0.8906
L_D_38483-4 (Creatinine),N,0.0232,0.0469
L_D_4049-3 (Theophylline),H,0,0.0156
L_D_4049-3 (Theophylline),L,0.0001,0.0156
L_D_4049-3 (Theophylline),M,0.9997,0.9375
L_D_4049-3 (Theophylline),N,0.0002,0.0312
L_D_4092-3 (Vancomycin^trough),H,0.0014,0.0312
L_D_4092-3 (Vancomycin^trough),L,0.002,0.0625
L_D_4092-3 (Vancomycin^trough),M,0.9905,0.7188
L_D_4092-3 (Vancomycin^trough),N,0.0061,0.1875
L_D_4544-3 (Hematocrit),H,0.0187,0.0312
L_D_4544-3 (Hematocrit),L,0.1131,0.3438
L_D_4544-3 (Hematocrit),M,0.5901,0.0156
L_D_4544-3 (Hematocrit),N,0.2782,0.6094
L_D_50560-2 (pH),H,0.0014,0.0156
L_D_50560-2 (pH),L,0,0.0156
L_D_50560-2 (pH),M,0.9603,0.9531
L_D_50560-2 (pH),N,0.0383,0.0156
L_D_55782-7 (Hemoglobin),H,0.0003,0.0156
L_D_55782-7 (Hemoglobin),L,0.0043,0.0312
L_D_55782-7 (Hemoglobin),M,0.9901,0.8906
L_D_55782-7 (Hemoglobin),N,0.0053,0.0625
L_D_5803-2 (pH),H,0.0042,0.0156
L_D_5803-2 (pH),L,0,0.0156
L_D_5803-2 (pH),M,0.8321,0.5625
L_D_5803-2 (pH),N,0.1638,0.4062
L_D_5821-4 (Leukocytes),H,0.0248,0.0625
L_D_5821-4 (Leukocytes),L,0,0.0156
L_D_5821-4 (Leukocytes),M,0.9372,0.7344
L_D_5821-4 (Leukocytes),N,0.038,0.1875
L_D_5905-5 (Monocytes/100 leukocytes),H,0.0231,0.0781
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0041,0.0156
L_D_5905-5 (Monocytes/100 leukocytes),M,0.7747,0.4219
L_D_5905-5 (Monocytes/100 leukocytes),N,0.1982,0.4844
L_D_6298-4 (Potassium),H,0.0025,0.0156
L_D_6298-4 (Potassium),L,0.0037,0.0625
L_D_6298-4 (Potassium),M,0.9761,0.75
L_D_6298-4 (Potassium),N,0.0178,0.1719
L_D_6301-6 (Coagulation tissue factor induced.INR),H,0.0326,0.2031
L_D_6301-6 (Coagulation tissue factor induced.INR),L,0.0002,0.0156
L_D_6301-6 (Coagulation tissue factor induced.INR),M,0.8524,0.5312
L_D_6301-6 (Coagulation tissue factor induced.INR),N,0.1148,0.25
L_D_6690-2 (Leukocytes),H,0.0567,0.0781
L_D_6690-2 (Leukocytes),L,0.0139,0.0938
L_D_6690-2 (Leukocytes),M,0.5919,0.0156
L_D_6690-2 (Leukocytes),N,0.3375,0.8125
L_D_704-7 (Basophils),H,0.0866,0.2031
L_D_704-7 (Basophils),L,0.0002,0.0156
L_D_704-7 (Basophils),M,0.8541,0.6406
L_D_704-7 (Basophils),N,0.0591,0.1406
L_D_711-2 (Eosinophils),H,0.012,0.0312
L_D_711-2 (Eosinophils),L,0.004,0.1094
L_D_711-2 (Eosinophils),M,0.7359,0.2969
L_D_711-2 (Eosinophils),N,0.2482,0.5625
L_D_718-7 (Hemoglobin),H,0.0128,0.0312
L_D_718-7 (Hemoglobin),L,0.1281,0.5
L_D_718-7 (Hemoglobin),M,0.594,0.0156
L_D_718-7 (Hemoglobin),N,0.2651,0.4531
L_D_731-0 (Lymphocytes),H,0.0079,0.0156
L_D_731-0 (Lymphocytes),L,0.0417,0.25
L_D_731-0 (Lymphocytes),M,0.6732,0.0938
L_D_731-0 (Lymphocytes),N,0.2772,0.6406
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0176,0.0469
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.0777,0.3438
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.6608,0.0625
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.244,0.5469
L_D_742-7 (Monocytes),H,0.0445,0.1094
L_D_742-7 (Monocytes),L,0.0089,0.0938
L_D_742-7 (Monocytes),M,0.6876,0.1094
L_D_742-7 (Monocytes),N,0.259,0.6875
L_D_751-8 (Neutrophils),H,0.053,0.0938
L_D_751-8 (Neutrophils),L,0.0156,0.0625
L_D_751-8 (Neutrophils),M,0.6671,0.0938
L_D_751-8 (Neutrophils),N,0.2642,0.75
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.004,0.0469
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0027,0.0781
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9789,0.7188
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0143,0.1562
L_D_770-8 (Neutrophils/100 leukocytes),H,0.0628,0.2344
L_D_770-8 (Neutrophils/100 leukocytes),L,0.0122,0.0156
L_D_770-8 (Neutrophils/100 leukocytes),M,0.7567,0.4219
L_D_770-8 (Neutrophils/100 leukocytes),N,0.1683,0.3281
L_D_777-3 (Platelets),H,0.0233,0.0312
L_D_777-3 (Platelets),L,0.0444,0.2656
L_D_777-3 (Platelets),M,0.59,0.0156
L_D_777-3 (Platelets),N,0.3423,0.6875
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0236,0.0938
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.0748,0.2031
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.5923,0.0156
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.3093,0.6875
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0061,0.0156
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0882,0.1875
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.5971,0.0312
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.3087,0.7656
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0259,0.1719
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0483,0.1562
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.5896,0.0156
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.3361,0.6562
L_D_788-0 (Erythrocyte distribution width),H,0.1144,0.4531
L_D_788-0 (Erythrocyte distribution width),L,0.0005,0.0156
L_D_788-0 (Erythrocyte distribution width),M,0.5934,0.0156
L_D_788-0 (Erythrocyte distribution width),N,0.2917,0.5156
L_D_789-8 (Erythrocytes),H,0.0242,0.0156
L_D_789-8 (Erythrocytes),L,0.0932,0.3438
L_D_789-8 (Erythrocytes),M,0.5903,0.0156
L_D_789-8 (Erythrocytes),N,0.2923,0.625
