Feature (description),Attribute,F,T
C_D_C3842296 (Else),N,0.0003,0.0007
C_D_C3842296 (Else),P,0.0034,0.0118
C_D_C3842633 (At work),M,0.9966,0.9789
C_D_C3842633 (At work),N,0.0003,0.0001
C_D_C3842633 (At work),P,0.0032,0.0209
C_D_C3842982 (Numbness or tingling),M,0.9958,0.9721
C_D_C3842982 (Numbness or tingling),N,0.0021,0.0132
C_D_C3842982 (Numbness or tingling),P,0.0021,0.0148
C_D_C3843196 (3 to 5 days),M,0.9947,0.9807
C_D_C3843196 (3 to 5 days),N,0.0003,0
C_D_C3843196 (3 to 5 days),P,0.005,0.0192
C_D_C3843225 (Slightly Agree),M,0.9629,0.9345
C_D_C3843225 (Slightly Agree),N,0.0008,0.0009
C_D_C3843225 (Slightly Agree),P,0.0363,0.0646
C_D_C3843946 (Nausea or vomiting),M,0.9666,0.9379
C_D_C3843946 (Nausea or vomiting),N,0.0211,0.0348
C_D_C3843946 (Nausea or vomiting),P,0.0124,0.0273
C_D_C3845930 (Copious),M,0.9979,0.988
C_D_C3845930 (Copious),N,0.0003,0.0002
C_D_C3845930 (Copious),P,0.0018,0.0118
C_D_C3888388 (Usually),M,0.9953,0.9821
C_D_C3888388 (Usually),N,0.0003,0.0007
C_D_C3888388 (Usually),P,0.0045,0.0172
C_D_C3898139 (New or Worsening Symptom),M,0.9916,0.973
C_D_C3898139 (New or Worsening Symptom),N,0.0003,0.0009
C_D_C3898139 (New or Worsening Symptom),P,0.0082,0.0262
C_D_C4018905 (Too early),M,0.9982,0.998
C_D_C4018905 (Too early),N,0.0005,0.0001
C_D_C4018905 (Too early),P,0.0013,0.0019
C_D_C4018909 (Overdose),M,0.9995,0.9895
C_D_C4018909 (Overdose),N,0.0003,0.0003
C_D_C4018909 (Overdose),P,0.0003,0.0101
C_D_C4035626 (3 times),M,0.916,0.835
C_D_C4035626 (3 times),N,0.0003,0.0001
C_D_C4035626 (3 times),P,0.0837,0.1649
C_D_C4035627 (2 times),M,0.8702,0.7605
C_D_C4035627 (2 times),N,0.0003,0
C_D_C4035627 (2 times),P,0.1295,0.2394
C_D_C4048706 (Unable to Do),M,0.9587,0.8987
C_D_C4048706 (Unable to Do),N,0.0005,0.0009
C_D_C4048706 (Unable to Do),P,0.0408,0.1004
C_D_C4049705 (Moderate Extremity Pain),M,0.9566,0.9122
C_D_C4049705 (Moderate Extremity Pain),N,0.0005,0.0004
C_D_C4049705 (Moderate Extremity Pain),P,0.0429,0.0874
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),M,0.9568,0.9133
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),N,0.0005,0.0004
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),P,0.0426,0.0863
C_D_C4049863 (Radiologic Impression),M,0.6907,0.3867
C_D_C4049863 (Radiologic Impression),N,0.0005,0.0015
C_D_C4049863 (Radiologic Impression),P,0.3088,0.6118
C_D_C4050154 (No Hand Mobility),M,0.6678,0.3191
C_D_C4050154 (No Hand Mobility),N,0.0008,0.0012
C_D_C4050154 (No Hand Mobility),P,0.3314,0.6797
C_D_C4050155 (No Support Needed),M,0.6678,0.3191
C_D_C4050155 (No Support Needed),N,0.0008,0.0012
C_D_C4050155 (No Support Needed),P,0.3314,0.6797
C_D_C4050242 (Pathologic Complete Response),M,0.9934,0.9992
C_D_C4050242 (Pathologic Complete Response),N,0.0011,0
C_D_C4050242 (Pathologic Complete Response),P,0.0055,0.0007
C_D_C4050465 (Severe Extremity Pain),M,0.9629,0.9131
C_D_C4050465 (Severe Extremity Pain),N,0.0039,0.0036
C_D_C4050465 (Severe Extremity Pain),P,0.0332,0.0832
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),M,0.9645,0.9204
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),N,0.0039,0.0033
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),P,0.0316,0.0763
C_D_C4050568 (High Risk Acute Leukemia),M,0.9937,0.9968
C_D_C4050568 (High Risk Acute Leukemia),N,0.0008,0.0007
C_D_C4050568 (High Risk Acute Leukemia),P,0.0055,0.0025
C_D_C4054315 (Organomegaly),M,0.925,0.8663
C_D_C4054315 (Organomegaly),N,0.074,0.133
C_D_C4054315 (Organomegaly),P,0.0011,0.0007
C_D_C4068735 (Rambling),M,0.9995,0.994
C_D_C4068735 (Rambling),N,0.0003,0.0001
C_D_C4068735 (Rambling),P,0.0003,0.0059
C_D_C4068744 (Reactive to light),M,0.8944,0.7767
C_D_C4068744 (Reactive to light),N,0.0003,0.0001
C_D_C4068744 (Reactive to light),P,0.1053,0.2231
C_D_C4068789 (Numbness and Tingling),M,0.9989,0.991
C_D_C4068789 (Numbness and Tingling),N,0.0005,0.0014
C_D_C4068789 (Numbness and Tingling),P,0.0005,0.0076
C_D_C4084859 (Peribronchial Cuffing),M,0.9942,0.9993
C_D_C4084859 (Peribronchial Cuffing),N,0.0005,0
C_D_C4084859 (Peribronchial Cuffing),P,0.0053,0.0006
C_D_C4085643 (Moderate Response),M,0.9542,0.9067
C_D_C4085643 (Moderate Response),N,0.0005,0.0003
C_D_C4085643 (Moderate Response),P,0.0453,0.093
C_D_C4085655 (Uncertain - Response),M,0.9976,0.9832
C_D_C4085655 (Uncertain - Response),N,0.0003,0.0001
C_D_C4085655 (Uncertain - Response),P,0.0021,0.0166
C_D_C4086564 (Mass Effect),M,0.9984,0.9898
C_D_C4086564 (Mass Effect),N,0.0003,0.0015
C_D_C4086564 (Mass Effect),P,0.0013,0.0088
C_D_C4264325 (Well-hydrated),M,0.9963,0.9956
C_D_C4264325 (Well-hydrated),N,0.0003,0
C_D_C4264325 (Well-hydrated),P,0.0034,0.0044
C_D_C4264481 (4 times),M,0.9526,0.9058
C_D_C4264481 (4 times),N,0.0003,0.0001
C_D_C4264481 (4 times),P,0.0471,0.094
C_D_C4281574 (Much),M,0.9152,0.8284
C_D_C4281574 (Much),N,0.0074,0.0075
C_D_C4281574 (Much),P,0.0774,0.1642
C_D_C4282165 (Swollen Lymph Node),M,0.8658,0.7654
C_D_C4282165 (Swollen Lymph Node),N,0.1219,0.2155
C_D_C4282165 (Swollen Lymph Node),P,0.0124,0.0191
C_D_C4283818 (Residue on Tongue),M,0.9932,0.9777
C_D_C4283818 (Residue on Tongue),N,0.0005,0.0014
C_D_C4283818 (Residue on Tongue),P,0.0063,0.0208
C_D_C4283904 (Laboratory observation),M,0.9442,0.897
C_D_C4283904 (Laboratory observation),N,0.0003,0.001
C_D_C4283904 (Laboratory observation),P,0.0555,0.102
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),M,0.9987,0.9857
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),N,0.0003,0.0005
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),P,0.0011,0.0138
C_D_C4284931 (Location of Oral Residue Following Swallowing),M,0.9987,0.9857
C_D_C4284931 (Location of Oral Residue Following Swallowing),N,0.0003,0.0005
C_D_C4284931 (Location of Oral Residue Following Swallowing),P,0.0011,0.0138
C_D_C4314218 (Abnormal balance),M,0.9908,0.9684
C_D_C4314218 (Abnormal balance),N,0.0079,0.028
C_D_C4314218 (Abnormal balance),P,0.0013,0.0035
C_D_C4318482 (Crutches Usually Used),M,0.9995,0.9892
C_D_C4318482 (Crutches Usually Used),N,0.0003,0.0004
C_D_C4318482 (Crutches Usually Used),P,0.0003,0.0104
C_D_C4319571 (High risk),M,0.9937,0.9968
C_D_C4319571 (High risk),N,0.0008,0.0007
C_D_C4319571 (High risk),P,0.0055,0.0025
C_D_C4319730 (Completely Able),M,0.9887,0.9711
C_D_C4319730 (Completely Able),N,0.0032,0.0041
C_D_C4319730 (Completely Able),P,0.0082,0.0248
C_D_C4319731 (Complete Agreement),M,0.9887,0.9711
C_D_C4319731 (Complete Agreement),N,0.0032,0.0041
C_D_C4319731 (Complete Agreement),P,0.0082,0.0247
C_D_C4321237 (High Level),M,0.9639,0.9531
C_D_C4321237 (High Level),N,0.0016,0.002
C_D_C4321237 (High Level),P,0.0345,0.0449
C_D_C4321238 (Cane Usually Used),M,0.9976,0.9893
C_D_C4321238 (Cane Usually Used),N,0.0003,0
C_D_C4321238 (Cane Usually Used),P,0.0021,0.0107
C_D_C4321335 (Moderate Level),M,0.9568,0.9133
C_D_C4321335 (Moderate Level),N,0.0005,0.0004
C_D_C4321335 (Moderate Level),P,0.0426,0.0863
C_D_C4321351 (Low Level),M,0.9329,0.8931
C_D_C4321351 (Low Level),N,0.0034,0.0062
C_D_C4321351 (Low Level),P,0.0637,0.1008
C_D_C4321403 (Slightly Able),M,0.9629,0.9345
C_D_C4321403 (Slightly Able),N,0.0008,0.0009
C_D_C4321403 (Slightly Able),P,0.0363,0.0646
C_D_C4321408 (Wheelchair Usually Used),M,0.9763,0.9535
C_D_C4321408 (Wheelchair Usually Used),N,0.0003,0.0002
C_D_C4321408 (Wheelchair Usually Used),P,0.0234,0.0464
C_D_C4521296 (Ocular (intended site)),M,0.9987,0.9922
C_D_C4521296 (Ocular (intended site)),N,0.0003,0.0009
C_D_C4521296 (Ocular (intended site)),P,0.0011,0.0069
C_D_C4521903 (Rectal (intended site)),M,0.99,0.9834
C_D_C4521903 (Rectal (intended site)),N,0.0005,0.0007
C_D_C4521903 (Rectal (intended site)),P,0.0095,0.0159
C_D_C4521982 (Sublingual (intended site)),M,0.9897,0.9744
C_D_C4521982 (Sublingual (intended site)),N,0.0011,0.0013
C_D_C4521982 (Sublingual (intended site)),P,0.0092,0.0243
C_D_C4521986 (Oral (intended site)),M,0.906,0.8388
C_D_C4521986 (Oral (intended site)),N,0.0026,0.0051
C_D_C4521986 (Oral (intended site)),P,0.0913,0.1561
C_D_C4522216 (Influenza B (result)),M,0.9842,0.9999
C_D_C4522216 (Influenza B (result)),N,0.0005,0
C_D_C4522216 (Influenza B (result)),P,0.0153,0
C_D_C4534306 (Supplemental oxygen),M,0.9958,0.9983
C_D_C4534306 (Supplemental oxygen),N,0.0005,0.0002
C_D_C4534306 (Supplemental oxygen),P,0.0037,0.0015
C_D_C4534363 (At home),M,0.8737,0.8454
C_D_C4534363 (At home),N,0.0024,0.005
C_D_C4534363 (At home),P,0.124,0.1496
C_D_C4551516 (Hip pain),M,0.9979,0.9887
C_D_C4551516 (Hip pain),N,0.0003,0.0006
C_D_C4551516 (Hip pain),P,0.0018,0.0107
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9913,0.9961
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0011,0.0022
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0076,0.0017
C_D_C4552651 ('Respiratory Failure  CTCAE'),M,0.9874,0.994
C_D_C4552651 ('Respiratory Failure  CTCAE'),N,0.0008,0.0003
C_D_C4552651 ('Respiratory Failure  CTCAE'),P,0.0118,0.0057
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.935,0.8974
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0266,0.065
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0384,0.0376
C_D_C4552735 ('Anxiety  CTCAE 5.0'),M,0.9613,0.8899
C_D_C4552735 ('Anxiety  CTCAE 5.0'),N,0.0218,0.0408
C_D_C4552735 ('Anxiety  CTCAE 5.0'),P,0.0168,0.0692
C_D_C4552740 ('Fever  CTCAE'),M,0.7315,0.6244
C_D_C4552740 ('Fever  CTCAE'),N,0.089,0.2988
C_D_C4552740 ('Fever  CTCAE'),P,0.1795,0.0767
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.8242,0.7687
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.0684,0.1294
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.1074,0.1019
C_D_C4552777 ('Pleural Effusion  CTCAE'),M,0.9668,0.9839
C_D_C4552777 ('Pleural Effusion  CTCAE'),N,0.0163,0.0059
C_D_C4552777 ('Pleural Effusion  CTCAE'),P,0.0168,0.0102
C_D_C4552810 ('Irritability  CTCAE'),M,0.995,0.9851
C_D_C4552810 ('Irritability  CTCAE'),N,0.0003,0.0002
C_D_C4552810 ('Irritability  CTCAE'),P,0.0047,0.0147
C_D_C4552837 ('Sepsis  CTCAE'),M,0.9613,0.978
C_D_C4552837 ('Sepsis  CTCAE'),N,0.0016,0.001
C_D_C4552837 ('Sepsis  CTCAE'),P,0.0371,0.021
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),M,0.9892,0.9975
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),N,0.0003,0.0001
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),P,0.0105,0.0024
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9766,0.9842
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0016,0.0012
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0218,0.0146
C_D_C4552845 ('Arthritis  CTCAE'),M,0.9563,0.9163
C_D_C4552845 ('Arthritis  CTCAE'),N,0.0005,0.0004
C_D_C4552845 ('Arthritis  CTCAE'),P,0.0432,0.0833
C_D_C4552855 ('Agitation  CTCAE 5.0'),M,0.9921,0.9787
C_D_C4552855 ('Agitation  CTCAE 5.0'),N,0.0003,0.0003
C_D_C4552855 ('Agitation  CTCAE 5.0'),P,0.0076,0.021
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9529,0.9806
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0029,0.0012
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0442,0.0181
C_D_C4552984 ('Tracheitis  CTCAE'),M,0.9982,0.9997
C_D_C4552984 ('Tracheitis  CTCAE'),N,0.0003,0
C_D_C4552984 ('Tracheitis  CTCAE'),P,0.0016,0.0003
C_D_C4552989 ('Malaise  CTCAE'),M,0.9584,0.9781
C_D_C4552989 ('Malaise  CTCAE'),N,0.0032,0.0071
C_D_C4552989 ('Malaise  CTCAE'),P,0.0384,0.0148
C_D_C4553004 ('Pain  CTCAE'),M,0.9163,0.6086
C_D_C4553004 ('Pain  CTCAE'),N,0.0184,0.0823
C_D_C4553004 ('Pain  CTCAE'),P,0.0653,0.3091
C_D_C4553119 ('Flank Pain  CTCAE'),M,0.9953,0.9778
C_D_C4553119 ('Flank Pain  CTCAE'),N,0.0008,0.0033
C_D_C4553119 ('Flank Pain  CTCAE'),P,0.0039,0.0188
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),M,0.9968,0.9873
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),N,0.0003,0.0002
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),P,0.0029,0.0124
C_D_C4553185 ('Chills  CTCAE'),M,0.7994,0.6068
C_D_C4553185 ('Chills  CTCAE'),N,0.0526,0.1616
C_D_C4553185 ('Chills  CTCAE'),P,0.1479,0.2316
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),M,0.9937,0.9806
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),N,0.0003,0.0014
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),P,0.0061,0.018
C_D_C4553197 ('Headache  CTCAE'),M,0.8531,0.7639
C_D_C4553197 ('Headache  CTCAE'),N,0.0655,0.1275
C_D_C4553197 ('Headache  CTCAE'),P,0.0813,0.1086
C_D_C4553220 ('Paresthesia  CTCAE'),M,0.9966,0.9848
C_D_C4553220 ('Paresthesia  CTCAE'),N,0.0003,0.0028
C_D_C4553220 ('Paresthesia  CTCAE'),P,0.0032,0.0125
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9974,0.9933
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0005,0.0004
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0021,0.0063
C_D_C4553308 ('Pharyngitis  CTCAE'),M,0.9871,0.9862
C_D_C4553308 ('Pharyngitis  CTCAE'),N,0.0005,0.0003
C_D_C4553308 ('Pharyngitis  CTCAE'),P,0.0124,0.0135
C_D_C4553314 ('Hallucinations  CTCAE'),M,0.9984,0.9881
C_D_C4553314 ('Hallucinations  CTCAE'),N,0.0005,0.0044
C_D_C4553314 ('Hallucinations  CTCAE'),P,0.0011,0.0075
C_D_C4553401 ('Seizure  CTCAE 5.0'),M,0.9887,0.9636
C_D_C4553401 ('Seizure  CTCAE 5.0'),N,0.0021,0.0057
C_D_C4553401 ('Seizure  CTCAE 5.0'),P,0.0092,0.0307
C_D_C4553407 ('Pulmonary Edema  CTCAE'),M,0.9839,0.9908
C_D_C4553407 ('Pulmonary Edema  CTCAE'),N,0.0042,0.0012
C_D_C4553407 ('Pulmonary Edema  CTCAE'),P,0.0118,0.008
C_D_C4553526 ('Appendicitis  CTCAE'),M,0.9963,0.9827
C_D_C4553526 ('Appendicitis  CTCAE'),N,0.0003,0.0024
C_D_C4553526 ('Appendicitis  CTCAE'),P,0.0034,0.0149
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9603,0.9764
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0003,0
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0395,0.0236
C_D_C4553646 ('Cyanosis  CTCAE'),M,0.975,0.9565
C_D_C4553646 ('Cyanosis  CTCAE'),N,0.0174,0.0297
C_D_C4553646 ('Cyanosis  CTCAE'),P,0.0076,0.0139
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),M,0.9431,0.8693
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),N,0.0137,0.0414
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),P,0.0432,0.0894
C_D_C4553726 ('Fall  CTCAE'),M,0.9884,0.9301
C_D_C4553726 ('Fall  CTCAE'),N,0.0021,0.0067
C_D_C4553726 ('Fall  CTCAE'),P,0.0095,0.0632
C_D_C4553736 ('Meningismus  CTCAE'),M,0.9816,0.9831
C_D_C4553736 ('Meningismus  CTCAE'),N,0.0168,0.016
C_D_C4553736 ('Meningismus  CTCAE'),P,0.0016,0.0009
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.8005,0.6291
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.0882,0.181
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.1113,0.1899
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9674,0.9023
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0055,0.0178
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0271,0.0799
C_D_C4553903 ('Dysarthria  CTCAE'),M,0.9982,0.9909
C_D_C4553903 ('Dysarthria  CTCAE'),N,0.0008,0.0033
C_D_C4553903 ('Dysarthria  CTCAE'),P,0.0011,0.0058
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),M,0.9495,0.8827
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),N,0.0332,0.0607
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),P,0.0174,0.0565
C_D_C4553923 ('Urinary Frequency  CTCAE'),M,0.9724,0.9337
C_D_C4553923 ('Urinary Frequency  CTCAE'),N,0.0132,0.0409
C_D_C4553923 ('Urinary Frequency  CTCAE'),P,0.0145,0.0254
C_D_C4553925 ('Wheezing  CTCAE'),M,0.9071,0.947
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0461,0.0336
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0469,0.0194
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.9205,0.7882
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0308,0.0829
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.0487,0.1289
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9813,0.9996
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0.0003,0
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0184,0.0004
C_D_C4553955 ('Dysuria  CTCAE'),M,0.8363,0.6895
C_D_C4553955 ('Dysuria  CTCAE'),N,0.1329,0.2412
C_D_C4553955 ('Dysuria  CTCAE'),P,0.0308,0.0693
C_D_C4554002 ('Vertigo  CTCAE'),M,0.9968,0.9862
C_D_C4554002 ('Vertigo  CTCAE'),N,0.0005,0.0027
C_D_C4554002 ('Vertigo  CTCAE'),P,0.0026,0.011
C_D_C4554100 ('Stroke  CTCAE'),M,0.9905,0.9703
C_D_C4554100 ('Stroke  CTCAE'),N,0.0003,0.0016
C_D_C4554100 ('Stroke  CTCAE'),P,0.0092,0.0281
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9984,0.9791
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.0003,0.007
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0013,0.0139
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),M,0.9992,0.9933
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),N,0.0005,0.0022
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),P,0.0003,0.0045
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),M,0.9963,0.9727
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),N,0.0008,0.0072
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),P,0.0029,0.0201
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9911,0.9685
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0005,0.0019
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.0084,0.0296
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.8326,0.6893
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.0858,0.1124
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.0816,0.1984
C_D_C4554407 ('Bruising  CTCAE'),M,0.9842,0.9377
C_D_C4554407 ('Bruising  CTCAE'),N,0.0129,0.0504
C_D_C4554407 ('Bruising  CTCAE'),P,0.0029,0.0119
C_D_C4554445 ('Facial Pain  CTCAE'),M,0.9992,0.9934
C_D_C4554445 ('Facial Pain  CTCAE'),N,0.0003,0.0004
C_D_C4554445 ('Facial Pain  CTCAE'),P,0.0005,0.0062
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),M,0.9984,0.9908
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),N,0.0003,0.002
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),P,0.0013,0.0073
C_D_C4554627 ('Epistaxis  CTCAE'),M,0.9979,0.9903
C_D_C4554627 ('Epistaxis  CTCAE'),N,0.0008,0.0056
C_D_C4554627 ('Epistaxis  CTCAE'),P,0.0013,0.0041
C_D_C4554630 ('Hematuria  CTCAE'),M,0.9242,0.8562
C_D_C4554630 ('Hematuria  CTCAE'),N,0.0476,0.0824
C_D_C4554630 ('Hematuria  CTCAE'),P,0.0282,0.0614
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.8931,0.8925
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.035,0.0941
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0719,0.0134
C_D_C4554633 ('Anemia  CTCAE'),M,0.9613,0.927
C_D_C4554633 ('Anemia  CTCAE'),N,0.0021,0.0056
C_D_C4554633 ('Anemia  CTCAE'),P,0.0366,0.0674
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),M,0.9653,0.9341
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),N,0.0021,0.0034
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),P,0.0326,0.0625
C_D_C4554644 ('Syncope  CTCAE 5.0'),M,0.9705,0.9378
C_D_C4554644 ('Syncope  CTCAE 5.0'),N,0.0134,0.0312
C_D_C4554644 ('Syncope  CTCAE 5.0'),P,0.0161,0.0309
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9202,0.9356
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0121,0.0313
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0676,0.0332
C_D_C4554648 ('Vaginal Discharge  CTCAE'),M,0.9942,0.9797
C_D_C4554648 ('Vaginal Discharge  CTCAE'),N,0.0021,0.0069
C_D_C4554648 ('Vaginal Discharge  CTCAE'),P,0.0037,0.0134
C_D_C4555211 ('Confusion  CTCAE 5.0'),M,0.9671,0.9284
C_D_C4555211 ('Confusion  CTCAE 5.0'),N,0.0232,0.0552
C_D_C4555211 ('Confusion  CTCAE 5.0'),P,0.0097,0.0164
C_D_C4555212 ('Hyperlipidemia  CTCAE'),M,0.9792,0.9597
C_D_C4555212 ('Hyperlipidemia  CTCAE'),N,0.0005,0.0001
C_D_C4555212 ('Hyperlipidemia  CTCAE'),P,0.0203,0.0401
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9974,0.9999
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0.0003,0
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0.0024,0
C_D_C4697773 (Ground glass),M,0.9979,0.9998
C_D_C4697773 (Ground glass),N,0.0003,0
C_D_C4697773 (Ground glass),P,0.0018,0.0001
C_D_C4698447 (Patient age),M,0.9987,0.996
C_D_C4698447 (Patient age),N,0.0003,0.0001
C_D_C4698447 (Patient age),P,0.0011,0.004
C_D_C4722210 (Mild Hallucination),M,0.8534,0.7482
C_D_C4722210 (Mild Hallucination),N,0.0008,0.0024
C_D_C4722210 (Mild Hallucination),P,0.1458,0.2494
C_D_C4722418 (Moderate Hallucination),M,0.9568,0.9133
C_D_C4722418 (Moderate Hallucination),N,0.0005,0.0004
C_D_C4722418 (Moderate Hallucination),P,0.0426,0.0863
C_D_C4722466 (Severe Hallucination),M,0.9645,0.9204
C_D_C4722466 (Severe Hallucination),N,0.0039,0.0033
C_D_C4722466 (Severe Hallucination),P,0.0316,0.0763
C_D_C4759845 (CTCAE v4 Grade 2),M,0.9566,0.9128
C_D_C4759845 (CTCAE v4 Grade 2),N,0.0005,0.0004
C_D_C4759845 (CTCAE v4 Grade 2),P,0.0429,0.0868
C_D_C4760036 (Max (cigarettes)),M,0.9426,0.9091
C_D_C4760036 (Max (cigarettes)),N,0.0003,0.0006
C_D_C4760036 (Max (cigarettes)),P,0.0571,0.0903
C_D_C4760388 (Mechanical ventilation finding),M,0.9987,0.9997
C_D_C4760388 (Mechanical ventilation finding),N,0.0003,0
C_D_C4760388 (Mechanical ventilation finding),P,0.0011,0.0003
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.8534,0.7479
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0008,0.0024
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.1458,0.2496
C_D_C4761387 (Well Marginated Nodule),M,0.7965,0.6219
C_D_C4761387 (Well Marginated Nodule),N,0.01,0.0106
C_D_C4761387 (Well Marginated Nodule),P,0.1935,0.3675
C_D_C4761390 (Round Nodule),M,0.8929,0.7747
C_D_C4761390 (Round Nodule),N,0.0003,0.001
C_D_C4761390 (Round Nodule),P,0.1069,0.2243
C_D_C4761449 (Epidermal cGVHD Score 4),M,0.9645,0.9198
C_D_C4761449 (Epidermal cGVHD Score 4),N,0.0039,0.0033
C_D_C4761449 (Epidermal cGVHD Score 4),P,0.0316,0.077
C_D_C4761456 (Epidermal cGVHD Score 3),M,0.9568,0.9131
C_D_C4761456 (Epidermal cGVHD Score 3),N,0.0005,0.0004
C_D_C4761456 (Epidermal cGVHD Score 3),P,0.0426,0.0865
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.7365,0.4102
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0097,0.0204
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.2538,0.5694
C_D_C5200925 (Normal Gait),M,0.6875,0.3856
