Feature (description),Attribute,M,T
C_D_C3835651 (Resident - answer to question),P,0.2566,0.2164
C_D_C3842296 (Else),M,0.9875,0.9708
C_D_C3842296 (Else),N,0.0007,0.0058
C_D_C3842296 (Else),P,0.0118,0.0234
C_D_C3842633 (At work),M,0.9789,0.9766
C_D_C3842633 (At work),N,0.0001,0.0058
C_D_C3842633 (At work),P,0.0209,0.0175
C_D_C3842982 (Numbness or tingling),M,0.9721,0.9883
C_D_C3842982 (Numbness or tingling),N,0.0132,0.0058
C_D_C3842982 (Numbness or tingling),P,0.0148,0.0058
C_D_C3843196 (3 to 5 days),M,0.9807,0.9883
C_D_C3843196 (3 to 5 days),N,0,0.0058
C_D_C3843196 (3 to 5 days),P,0.0192,0.0058
C_D_C3843225 (Slightly Agree),M,0.9345,0.924
C_D_C3843225 (Slightly Agree),N,0.0009,0.0058
C_D_C3843225 (Slightly Agree),P,0.0646,0.0702
C_D_C3843946 (Nausea or vomiting),M,0.9379,0.9006
C_D_C3843946 (Nausea or vomiting),N,0.0348,0.0585
C_D_C3843946 (Nausea or vomiting),P,0.0273,0.0409
C_D_C3845930 (Copious),M,0.988,0.9883
C_D_C3845930 (Copious),N,0.0002,0.0058
C_D_C3845930 (Copious),P,0.0118,0.0058
C_D_C3888388 (Usually),M,0.9821,0.9883
C_D_C3888388 (Usually),N,0.0007,0.0058
C_D_C3888388 (Usually),P,0.0172,0.0058
C_D_C3898139 (New or Worsening Symptom),M,0.973,0.9708
C_D_C3898139 (New or Worsening Symptom),N,0.0009,0.0058
C_D_C3898139 (New or Worsening Symptom),P,0.0262,0.0234
C_D_C4018905 (Too early),M,0.998,0.9883
C_D_C4018905 (Too early),N,0.0001,0.0058
C_D_C4018905 (Too early),P,0.0019,0.0058
C_D_C4018909 (Overdose),M,0.9895,0.9883
C_D_C4018909 (Overdose),N,0.0003,0.0058
C_D_C4018909 (Overdose),P,0.0101,0.0058
C_D_C4035626 (3 times),M,0.835,0.7485
C_D_C4035626 (3 times),N,0.0001,0.0058
C_D_C4035626 (3 times),P,0.1649,0.2456
C_D_C4035627 (2 times),M,0.7605,0.6316
C_D_C4035627 (2 times),N,0,0.0058
C_D_C4035627 (2 times),P,0.2394,0.3626
C_D_C4048706 (Unable to Do),M,0.8987,0.8246
C_D_C4048706 (Unable to Do),N,0.0009,0.0058
C_D_C4048706 (Unable to Do),P,0.1004,0.1696
C_D_C4049705 (Moderate Extremity Pain),M,0.9122,0.9123
C_D_C4049705 (Moderate Extremity Pain),N,0.0004,0.0058
C_D_C4049705 (Moderate Extremity Pain),P,0.0874,0.0819
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),M,0.9133,0.9123
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),N,0.0004,0.0058
C_D_C4049706 (Borg Category-Ratio 10 Perceived Exertion Score 3),P,0.0863,0.0819
C_D_C4049863 (Radiologic Impression),M,0.3867,0.2398
C_D_C4049863 (Radiologic Impression),N,0.0015,0.0058
C_D_C4049863 (Radiologic Impression),P,0.6118,0.7544
C_D_C4050154 (No Hand Mobility),M,0.3191,0.1754
C_D_C4050154 (No Hand Mobility),N,0.0012,0.0058
C_D_C4050154 (No Hand Mobility),P,0.6797,0.8187
C_D_C4050155 (No Support Needed),M,0.3191,0.1754
C_D_C4050155 (No Support Needed),N,0.0012,0.0058
C_D_C4050155 (No Support Needed),P,0.6797,0.8187
C_D_C4050242 (Pathologic Complete Response),M,0.9992,0.9708
C_D_C4050242 (Pathologic Complete Response),N,0,0.0117
C_D_C4050242 (Pathologic Complete Response),P,0.0007,0.0175
C_D_C4050465 (Severe Extremity Pain),M,0.9131,0.9181
C_D_C4050465 (Severe Extremity Pain),N,0.0036,0.0058
C_D_C4050465 (Severe Extremity Pain),P,0.0832,0.076
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),M,0.9204,0.9298
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),N,0.0033,0.0058
C_D_C4050466 (Borg Category-Ratio 10 Perceived Exertion Score 5),P,0.0763,0.0643
C_D_C4050568 (High Risk Acute Leukemia),M,0.9968,0.9649
C_D_C4050568 (High Risk Acute Leukemia),N,0.0007,0.0117
C_D_C4050568 (High Risk Acute Leukemia),P,0.0025,0.0234
C_D_C4054315 (Organomegaly),M,0.8663,0.8538
C_D_C4054315 (Organomegaly),N,0.133,0.1404
C_D_C4054315 (Organomegaly),P,0.0007,0.0058
C_D_C4068735 (Rambling),M,0.994,0.9883
C_D_C4068735 (Rambling),N,0.0001,0.0058
C_D_C4068735 (Rambling),P,0.0059,0.0058
C_D_C4068744 (Reactive to light),M,0.7767,0.731
C_D_C4068744 (Reactive to light),N,0.0001,0.0058
C_D_C4068744 (Reactive to light),P,0.2231,0.2632
C_D_C4068789 (Numbness and Tingling),M,0.991,0.9883
C_D_C4068789 (Numbness and Tingling),N,0.0014,0.0058
C_D_C4068789 (Numbness and Tingling),P,0.0076,0.0058
C_D_C4084859 (Peribronchial Cuffing),M,0.9993,0.9883
C_D_C4084859 (Peribronchial Cuffing),N,0,0.0058
C_D_C4084859 (Peribronchial Cuffing),P,0.0006,0.0058
C_D_C4085643 (Moderate Response),M,0.9067,0.9123
C_D_C4085643 (Moderate Response),N,0.0003,0.0058
C_D_C4085643 (Moderate Response),P,0.093,0.0819
C_D_C4085655 (Uncertain - Response),M,0.9832,0.9766
C_D_C4085655 (Uncertain - Response),N,0.0001,0.0058
C_D_C4085655 (Uncertain - Response),P,0.0166,0.0175
C_D_C4086564 (Mass Effect),M,0.9898,0.9825
C_D_C4086564 (Mass Effect),N,0.0015,0.0058
C_D_C4086564 (Mass Effect),P,0.0088,0.0117
C_D_C4264325 (Well-hydrated),M,0.9956,0.9825
C_D_C4264325 (Well-hydrated),N,0,0.0058
C_D_C4264325 (Well-hydrated),P,0.0044,0.0117
C_D_C4264481 (4 times),M,0.9058,0.8538
C_D_C4264481 (4 times),N,0.0001,0.0058
C_D_C4264481 (4 times),P,0.094,0.1404
C_D_C4281574 (Much),M,0.8284,0.7544
C_D_C4281574 (Much),N,0.0075,0.0117
C_D_C4281574 (Much),P,0.1642,0.2339
C_D_C4282165 (Swollen Lymph Node),M,0.7654,0.7251
C_D_C4282165 (Swollen Lymph Node),N,0.2155,0.2456
C_D_C4282165 (Swollen Lymph Node),P,0.0191,0.0292
C_D_C4283818 (Residue on Tongue),M,0.9777,0.9708
C_D_C4283818 (Residue on Tongue),N,0.0014,0.0058
C_D_C4283818 (Residue on Tongue),P,0.0208,0.0234
C_D_C4283904 (Laboratory observation),M,0.897,0.9006
C_D_C4283904 (Laboratory observation),N,0.001,0.0058
C_D_C4283904 (Laboratory observation),P,0.102,0.0936
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),M,0.9857,0.9766
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),N,0.0005,0.0058
C_D_C4284930 (Location of Pharyngeal Residue Following Swallowing),P,0.0138,0.0175
C_D_C4284931 (Location of Oral Residue Following Swallowing),M,0.9857,0.9766
C_D_C4284931 (Location of Oral Residue Following Swallowing),N,0.0005,0.0058
C_D_C4284931 (Location of Oral Residue Following Swallowing),P,0.0138,0.0175
C_D_C4314218 (Abnormal balance),M,0.9684,0.9474
C_D_C4314218 (Abnormal balance),N,0.028,0.0409
C_D_C4314218 (Abnormal balance),P,0.0035,0.0117
C_D_C4318482 (Crutches Usually Used),M,0.9892,0.9883
C_D_C4318482 (Crutches Usually Used),N,0.0004,0.0058
C_D_C4318482 (Crutches Usually Used),P,0.0104,0.0058
C_D_C4319571 (High risk),M,0.9968,0.9649
C_D_C4319571 (High risk),N,0.0007,0.0117
C_D_C4319571 (High risk),P,0.0025,0.0234
C_D_C4319730 (Completely Able),M,0.9711,0.9591
C_D_C4319730 (Completely Able),N,0.0041,0.0117
C_D_C4319730 (Completely Able),P,0.0248,0.0292
C_D_C4319731 (Complete Agreement),M,0.9711,0.9591
C_D_C4319731 (Complete Agreement),N,0.0041,0.0117
C_D_C4319731 (Complete Agreement),P,0.0247,0.0292
C_D_C4321237 (High Level),M,0.9531,0.8947
C_D_C4321237 (High Level),N,0.002,0.0117
C_D_C4321237 (High Level),P,0.0449,0.0936
C_D_C4321238 (Cane Usually Used),M,0.9893,0.9825
C_D_C4321238 (Cane Usually Used),N,0,0.0058
C_D_C4321238 (Cane Usually Used),P,0.0107,0.0117
C_D_C4321335 (Moderate Level),M,0.9133,0.9123
C_D_C4321335 (Moderate Level),N,0.0004,0.0058
C_D_C4321335 (Moderate Level),P,0.0863,0.0819
C_D_C4321351 (Low Level),M,0.8931,0.8655
C_D_C4321351 (Low Level),N,0.0062,0.0058
C_D_C4321351 (Low Level),P,0.1008,0.1287
C_D_C4321403 (Slightly Able),M,0.9345,0.924
C_D_C4321403 (Slightly Able),N,0.0009,0.0058
C_D_C4321403 (Slightly Able),P,0.0646,0.0702
C_D_C4321408 (Wheelchair Usually Used),M,0.9535,0.9649
C_D_C4321408 (Wheelchair Usually Used),N,0.0002,0.0058
C_D_C4321408 (Wheelchair Usually Used),P,0.0464,0.0292
C_D_C4521296 (Ocular (intended site)),M,0.9922,0.9883
C_D_C4521296 (Ocular (intended site)),N,0.0009,0.0058
C_D_C4521296 (Ocular (intended site)),P,0.0069,0.0058
C_D_C4521903 (Rectal (intended site)),M,0.9834,0.9708
C_D_C4521903 (Rectal (intended site)),N,0.0007,0.0058
C_D_C4521903 (Rectal (intended site)),P,0.0159,0.0234
C_D_C4521982 (Sublingual (intended site)),M,0.9744,0.9591
C_D_C4521982 (Sublingual (intended site)),N,0.0013,0.0058
C_D_C4521982 (Sublingual (intended site)),P,0.0243,0.0351
C_D_C4521986 (Oral (intended site)),M,0.8388,0.7485
C_D_C4521986 (Oral (intended site)),N,0.0051,0.0117
C_D_C4521986 (Oral (intended site)),P,0.1561,0.2398
C_D_C4522216 (Influenza B (result)),M,0.9999,0.9883
C_D_C4522216 (Influenza B (result)),N,0,0.0058
C_D_C4522216 (Influenza B (result)),P,0,0.0058
C_D_C4534306 (Supplemental oxygen),M,0.9983,0.9766
C_D_C4534306 (Supplemental oxygen),N,0.0002,0.0117
C_D_C4534306 (Supplemental oxygen),P,0.0015,0.0117
C_D_C4534363 (At home),M,0.8454,0.731
C_D_C4534363 (At home),N,0.005,0.0058
C_D_C4534363 (At home),P,0.1496,0.2632
C_D_C4551516 (Hip pain),M,0.9887,0.9825
C_D_C4551516 (Hip pain),N,0.0006,0.0058
C_D_C4551516 (Hip pain),P,0.0107,0.0117
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9961,0.9825
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0022,0.0058
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0017,0.0117
C_D_C4552651 ('Respiratory Failure  CTCAE'),M,0.994,0.9474
C_D_C4552651 ('Respiratory Failure  CTCAE'),N,0.0003,0.0058
C_D_C4552651 ('Respiratory Failure  CTCAE'),P,0.0057,0.0468
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.8974,0.9064
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.065,0.0526
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0376,0.0409
C_D_C4552735 ('Anxiety  CTCAE 5.0'),M,0.8899,0.9006
C_D_C4552735 ('Anxiety  CTCAE 5.0'),N,0.0408,0.0643
C_D_C4552735 ('Anxiety  CTCAE 5.0'),P,0.0692,0.0351
C_D_C4552740 ('Fever  CTCAE'),M,0.6244,0.3684
C_D_C4552740 ('Fever  CTCAE'),N,0.2988,0.2047
C_D_C4552740 ('Fever  CTCAE'),P,0.0767,0.4269
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.7687,0.7485
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.1294,0.1404
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.1019,0.1111
C_D_C4552777 ('Pleural Effusion  CTCAE'),M,0.9839,0.9006
C_D_C4552777 ('Pleural Effusion  CTCAE'),N,0.0059,0.0526
C_D_C4552777 ('Pleural Effusion  CTCAE'),P,0.0102,0.0468
C_D_C4552810 ('Irritability  CTCAE'),M,0.9851,0.9766
C_D_C4552810 ('Irritability  CTCAE'),N,0.0002,0.0058
C_D_C4552810 ('Irritability  CTCAE'),P,0.0147,0.0175
C_D_C4552837 ('Sepsis  CTCAE'),M,0.978,0.8889
C_D_C4552837 ('Sepsis  CTCAE'),N,0.001,0.0058
C_D_C4552837 ('Sepsis  CTCAE'),P,0.021,0.1053
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),M,0.9975,0.9825
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),N,0.0001,0.0058
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),P,0.0024,0.0117
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9842,0.9708
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0012,0.0058
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0146,0.0234
C_D_C4552845 ('Arthritis  CTCAE'),M,0.9163,0.8246
C_D_C4552845 ('Arthritis  CTCAE'),N,0.0004,0.0117
C_D_C4552845 ('Arthritis  CTCAE'),P,0.0833,0.1637
C_D_C4552855 ('Agitation  CTCAE 5.0'),M,0.9787,0.9708
C_D_C4552855 ('Agitation  CTCAE 5.0'),N,0.0003,0.0058
C_D_C4552855 ('Agitation  CTCAE 5.0'),P,0.021,0.0234
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9806,0.9415
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0012,0.0117
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0181,0.0468
C_D_C4552984 ('Tracheitis  CTCAE'),M,0.9997,0.9883
C_D_C4552984 ('Tracheitis  CTCAE'),N,0,0.0058
C_D_C4552984 ('Tracheitis  CTCAE'),P,0.0003,0.0058
C_D_C4552989 ('Malaise  CTCAE'),M,0.9781,0.8889
C_D_C4552989 ('Malaise  CTCAE'),N,0.0071,0.0292
C_D_C4552989 ('Malaise  CTCAE'),P,0.0148,0.0819
C_D_C4553004 ('Pain  CTCAE'),M,0.6086,0.8246
C_D_C4553004 ('Pain  CTCAE'),N,0.0823,0.0468
C_D_C4553004 ('Pain  CTCAE'),P,0.3091,0.1287
C_D_C4553119 ('Flank Pain  CTCAE'),M,0.9778,0.9883
C_D_C4553119 ('Flank Pain  CTCAE'),N,0.0033,0.0058
C_D_C4553119 ('Flank Pain  CTCAE'),P,0.0188,0.0058
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),M,0.9873,0.9883
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),N,0.0002,0.0058
C_D_C4553184 ('Chest Wall Pain  CTCAE 5.0'),P,0.0124,0.0058
C_D_C4553185 ('Chills  CTCAE'),M,0.6068,0.6316
C_D_C4553185 ('Chills  CTCAE'),N,0.1616,0.1287
C_D_C4553185 ('Chills  CTCAE'),P,0.2316,0.2398
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),M,0.9806,0.9591
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),N,0.0014,0.0058
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),P,0.018,0.0351
C_D_C4553197 ('Headache  CTCAE'),M,0.7639,0.731
C_D_C4553197 ('Headache  CTCAE'),N,0.1275,0.0994
C_D_C4553197 ('Headache  CTCAE'),P,0.1086,0.1696
C_D_C4553220 ('Paresthesia  CTCAE'),M,0.9848,0.9766
C_D_C4553220 ('Paresthesia  CTCAE'),N,0.0028,0.0058
C_D_C4553220 ('Paresthesia  CTCAE'),P,0.0125,0.0175
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9933,0.9766
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0004,0.0058
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0063,0.0175
C_D_C4553308 ('Pharyngitis  CTCAE'),M,0.9862,0.9766
C_D_C4553308 ('Pharyngitis  CTCAE'),N,0.0003,0.0058
C_D_C4553308 ('Pharyngitis  CTCAE'),P,0.0135,0.0175
C_D_C4553314 ('Hallucinations  CTCAE'),M,0.9881,0.9708
C_D_C4553314 ('Hallucinations  CTCAE'),N,0.0044,0.0117
C_D_C4553314 ('Hallucinations  CTCAE'),P,0.0075,0.0175
C_D_C4553401 ('Seizure  CTCAE 5.0'),M,0.9636,0.9649
C_D_C4553401 ('Seizure  CTCAE 5.0'),N,0.0057,0.0058
C_D_C4553401 ('Seizure  CTCAE 5.0'),P,0.0307,0.0292
C_D_C4553407 ('Pulmonary Edema  CTCAE'),M,0.9908,0.9181
C_D_C4553407 ('Pulmonary Edema  CTCAE'),N,0.0012,0.0234
C_D_C4553407 ('Pulmonary Edema  CTCAE'),P,0.008,0.0585
C_D_C4553526 ('Appendicitis  CTCAE'),M,0.9827,0.9825
C_D_C4553526 ('Appendicitis  CTCAE'),N,0.0024,0.0058
C_D_C4553526 ('Appendicitis  CTCAE'),P,0.0149,0.0117
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9764,0.9123
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0,0.0058
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0236,0.0819
C_D_C4553646 ('Cyanosis  CTCAE'),M,0.9565,0.9474
C_D_C4553646 ('Cyanosis  CTCAE'),N,0.0297,0.0351
C_D_C4553646 ('Cyanosis  CTCAE'),P,0.0139,0.0175
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),M,0.8693,0.9474
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),N,0.0414,0.0058
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),P,0.0894,0.0468
C_D_C4553726 ('Fall  CTCAE'),M,0.9301,0.9474
C_D_C4553726 ('Fall  CTCAE'),N,0.0067,0.0117
C_D_C4553726 ('Fall  CTCAE'),P,0.0632,0.0409
C_D_C4553736 ('Meningismus  CTCAE'),M,0.9831,0.9649
C_D_C4553736 ('Meningismus  CTCAE'),N,0.016,0.0292
C_D_C4553736 ('Meningismus  CTCAE'),P,0.0009,0.0058
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6291,0.6257
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.181,0.1637
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.1899,0.2105
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9023,0.8889
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0178,0.0175
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0799,0.0936
C_D_C4553903 ('Dysarthria  CTCAE'),M,0.9909,0.9766
C_D_C4553903 ('Dysarthria  CTCAE'),N,0.0033,0.0117
C_D_C4553903 ('Dysarthria  CTCAE'),P,0.0058,0.0117
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),M,0.8827,0.924
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),N,0.0607,0.0526
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),P,0.0565,0.0234
C_D_C4553923 ('Urinary Frequency  CTCAE'),M,0.9337,0.9415
C_D_C4553923 ('Urinary Frequency  CTCAE'),N,0.0409,0.0117
C_D_C4553923 ('Urinary Frequency  CTCAE'),P,0.0254,0.0468
C_D_C4553925 ('Wheezing  CTCAE'),M,0.947,0.8421
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0336,0.1053
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0194,0.0526
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.7882,0.807
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0829,0.0702
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.1289,0.1228
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9996,0.9825
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.0058
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0004,0.0117
C_D_C4553955 ('Dysuria  CTCAE'),M,0.6895,0.6842
C_D_C4553955 ('Dysuria  CTCAE'),N,0.2412,0.2339
C_D_C4553955 ('Dysuria  CTCAE'),P,0.0693,0.0819
C_D_C4554002 ('Vertigo  CTCAE'),M,0.9862,0.9883
C_D_C4554002 ('Vertigo  CTCAE'),N,0.0027,0.0058
C_D_C4554002 ('Vertigo  CTCAE'),P,0.011,0.0058
C_D_C4554100 ('Stroke  CTCAE'),M,0.9703,0.9474
C_D_C4554100 ('Stroke  CTCAE'),N,0.0016,0.0058
C_D_C4554100 ('Stroke  CTCAE'),P,0.0281,0.0468
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9791,0.9883
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.007,0.0058
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0139,0.0058
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),M,0.9933,0.9883
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),N,0.0022,0.0058
C_D_C4554143 ('Testicular Pain  CTCAE 5.0'),P,0.0045,0.0058
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),M,0.9727,0.9591
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),N,0.0072,0.0175
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),P,0.0201,0.0234
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9685,0.9474
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0019,0.0058
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.0296,0.0468
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6893,0.6257
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1124,0.2047
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.1984,0.1696
C_D_C4554407 ('Bruising  CTCAE'),M,0.9377,0.9708
C_D_C4554407 ('Bruising  CTCAE'),N,0.0504,0.0117
C_D_C4554407 ('Bruising  CTCAE'),P,0.0119,0.0175
C_D_C4554445 ('Facial Pain  CTCAE'),M,0.9934,0.9883
C_D_C4554445 ('Facial Pain  CTCAE'),N,0.0004,0.0058
C_D_C4554445 ('Facial Pain  CTCAE'),P,0.0062,0.0058
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),M,0.9908,0.9825
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),N,0.002,0.0058
C_D_C4554551 ('Pelvic Pain  CTCAE 5.0'),P,0.0073,0.0117
C_D_C4554627 ('Epistaxis  CTCAE'),M,0.9903,0.9883
C_D_C4554627 ('Epistaxis  CTCAE'),N,0.0056,0.0058
C_D_C4554627 ('Epistaxis  CTCAE'),P,0.0041,0.0058
C_D_C4554630 ('Hematuria  CTCAE'),M,0.8562,0.8596
C_D_C4554630 ('Hematuria  CTCAE'),N,0.0824,0.0994
C_D_C4554630 ('Hematuria  CTCAE'),P,0.0614,0.0409
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.8925,0.8655
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.0941,0.076
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0134,0.0585
C_D_C4554633 ('Anemia  CTCAE'),M,0.927,0.8655
C_D_C4554633 ('Anemia  CTCAE'),N,0.0056,0.0117
C_D_C4554633 ('Anemia  CTCAE'),P,0.0674,0.1228
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),M,0.9341,0.9064
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),N,0.0034,0.0058
C_D_C4554638 ('Urinary Tract Infection  CTCAE'),P,0.0625,0.0877
C_D_C4554644 ('Syncope  CTCAE 5.0'),M,0.9378,0.8889
C_D_C4554644 ('Syncope  CTCAE 5.0'),N,0.0312,0.0409
C_D_C4554644 ('Syncope  CTCAE 5.0'),P,0.0309,0.0702
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9356,0.8246
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0313,0.0117
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0332,0.1637
C_D_C4554648 ('Vaginal Discharge  CTCAE'),M,0.9797,0.9883
C_D_C4554648 ('Vaginal Discharge  CTCAE'),N,0.0069,0.0058
C_D_C4554648 ('Vaginal Discharge  CTCAE'),P,0.0134,0.0058
C_D_C4555211 ('Confusion  CTCAE 5.0'),M,0.9284,0.9123
C_D_C4555211 ('Confusion  CTCAE 5.0'),N,0.0552,0.0351
C_D_C4555211 ('Confusion  CTCAE 5.0'),P,0.0164,0.0526
C_D_C4555212 ('Hyperlipidemia  CTCAE'),M,0.9597,0.9006
C_D_C4555212 ('Hyperlipidemia  CTCAE'),N,0.0001,0.0058
C_D_C4555212 ('Hyperlipidemia  CTCAE'),P,0.0401,0.0936
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9999,0.9883
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0058
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.0058
C_D_C4697773 (Ground glass),M,0.9998,0.9649
C_D_C4697773 (Ground glass),N,0,0.0058
C_D_C4697773 (Ground glass),P,0.0001,0.0292
C_D_C4698447 (Patient age),M,0.996,0.9883
C_D_C4698447 (Patient age),N,0.0001,0.0058
C_D_C4698447 (Patient age),P,0.004,0.0058
C_D_C4722210 (Mild Hallucination),M,0.7482,0.6608
C_D_C4722210 (Mild Hallucination),N,0.0024,0.0058
C_D_C4722210 (Mild Hallucination),P,0.2494,0.3333
C_D_C4722418 (Moderate Hallucination),M,0.9133,0.9123
C_D_C4722418 (Moderate Hallucination),N,0.0004,0.0058
C_D_C4722418 (Moderate Hallucination),P,0.0863,0.0819
C_D_C4722466 (Severe Hallucination),M,0.9204,0.9298
C_D_C4722466 (Severe Hallucination),N,0.0033,0.0058
C_D_C4722466 (Severe Hallucination),P,0.0763,0.0643
C_D_C4759845 (CTCAE v4 Grade 2),M,0.9128,0.9123
C_D_C4759845 (CTCAE v4 Grade 2),N,0.0004,0.0058
C_D_C4759845 (CTCAE v4 Grade 2),P,0.0868,0.0819
C_D_C4760036 (Max (cigarettes)),M,0.9091,0.7602
C_D_C4760036 (Max (cigarettes)),N,0.0006,0.0058
C_D_C4760036 (Max (cigarettes)),P,0.0903,0.2339
C_D_C4760388 (Mechanical ventilation finding),M,0.9997,0.9883
C_D_C4760388 (Mechanical ventilation finding),N,0,0.0058
C_D_C4760388 (Mechanical ventilation finding),P,0.0003,0.0058
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.7479,0.6608
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0024,0.0058
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.2496,0.3333
C_D_C4761387 (Well Marginated Nodule),M,0.6219,0.5789
C_D_C4761387 (Well Marginated Nodule),N,0.0106,0.0117
C_D_C4761387 (Well Marginated Nodule),P,0.3675,0.4094
C_D_C4761390 (Round Nodule),M,0.7747,0.7427
C_D_C4761390 (Round Nodule),N,0.001,0.0058
C_D_C4761390 (Round Nodule),P,0.2243,0.2515
C_D_C4761449 (Epidermal cGVHD Score 4),M,0.9198,0.9298
C_D_C4761449 (Epidermal cGVHD Score 4),N,0.0033,0.0058
C_D_C4761449 (Epidermal cGVHD Score 4),P,0.077,0.0643
C_D_C4761456 (Epidermal cGVHD Score 3),M,0.9131,0.9123
C_D_C4761456 (Epidermal cGVHD Score 3),N,0.0004,0.0058
C_D_C4761456 (Epidermal cGVHD Score 3),P,0.0865,0.0819
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.4102,0.3918
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0204,0.0526
